claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,property_type,incident_cause,location_risk_score,security_system_present,asset_value,total_claim_amount,fraud
1453,116,45,CA,250/500,500,1922.2765239733676,0,FEMALE,Masters,Prof-specialty,Chess,own-child,52994.7274305085,75196.54925748998,B,B,B,C,A,81858.68974167669,0
1454,447,57,IL,500/1000,2000,957.0862879007312,1000000,MALE,Masters,Craft-repair,Camping,wife,41631.52852927645,27813.149170572837,C,C,C,B,B,15439.122632903604,0
1455,185,28,NY,100/300,500,1300.1590608480506,0,MALE,JD,Prof-specialty,Camping,not-in-family,61108.90065408345,2471.7100063140874,B,A,B,B,C,40872.96104596718,1
1456,254,64,NY,250/500,2000,1356.680894194924,0,MALE,College,Adm-clerical,Exercise,not-in-family,5346.025462736293,9642.43797416815,C,A,C,C,B,21136.68648550213,0
1457,362,73,IL,500/1000,2000,820.4993399603754,0,FEMALE,JD,Craft-repair,Reading,husband,19331.65561440923,65720.5990665893,A,B,C,C,B,21933.342452179346,0
1458,408,60,FL,250/500,500,936.8380715239994,5000000,MALE,College,Adm-clerical,Chess,unmarried,366.56005751769527,21408.79521163448,B,C,A,C,B,88094.45205503501,1
1459,107,33,CA,500/1000,1000,1221.0406228874224,2000000,MALE,College,Exec-managerial,Exercise,other-relative,56606.29765692051,23778.569979580156,C,B,B,B,C,41523.98153225622,0
1460,327,55,NY,500/1000,2000,884.4823513938709,5000000,FEMALE,Masters,Prof-specialty,Chess,wife,69065.39716445465,14893.608843479133,C,A,B,B,A,84973.65865977414,0
1461,364,46,IL,500/1000,500,958.4426406710315,5000000,MALE,Masters,Prof-specialty,Camping,husband,48361.47097647465,25639.141964993163,C,A,C,C,C,36977.41610275364,0
1462,441,32,TX,100/300,500,1419.7247578320853,1000000,MALE,PhD,Machine-op-inspct,Reading,other-relative,46122.662133156344,75991.57602505843,B,C,A,A,C,5888.70622499481,1
1463,415,38,NY,250/500,1000,1600.6317150459522,0,MALE,High School,Exec-managerial,Camping,other-relative,42572.95828957368,51374.79590487702,A,A,B,B,A,13873.777014892961,0
1464,430,31,CA,500/1000,2000,1701.470850553277,0,MALE,JD,Machine-op-inspct,Exercise,wife,33596.813298112604,21601.490563042615,C,C,B,B,A,4971.77384771434,0
1465,248,33,CA,100/300,1000,682.5797073069934,0,MALE,PhD,Exec-managerial,Reading,not-in-family,58828.65094126609,24755.98534155654,C,C,C,C,C,28242.06434414166,0
1466,74,44,CA,500/1000,2000,1605.4962320766024,1000000,MALE,JD,Machine-op-inspct,Chess,wife,613.7218069512285,37822.95864552839,B,B,B,A,C,52093.079389201055,0
1467,421,73,TX,500/1000,500,1904.5485335139686,2000000,FEMALE,JD,Prof-specialty,Reading,wife,59547.218641323154,99634.09722662634,C,C,A,C,B,22391.516801152735,1
1468,145,45,TX,100/300,2000,1371.1005116863785,0,MALE,High School,Prof-specialty,Reading,not-in-family,48987.55743872105,17392.686198450592,C,A,C,A,C,58021.624512095885,0
1469,495,31,CA,100/300,500,1407.0203433722486,0,MALE,JD,Machine-op-inspct,Exercise,own-child,62551.16130524662,80288.57901137219,B,B,C,B,B,29784.931665041702,0
1470,26,53,IL,250/500,500,1932.9853064471672,0,FEMALE,JD,Machine-op-inspct,Exercise,not-in-family,85443.06216811016,86567.80621696879,A,A,C,A,A,48915.1584023106,0
1471,101,27,IL,100/300,1000,1804.148396437696,0,MALE,Masters,Craft-repair,Camping,husband,82872.41548738332,95529.47995895125,B,B,B,C,C,31702.523027765954,0
1472,292,64,CA,500/1000,500,1336.5037890624517,0,FEMALE,Masters,Prof-specialty,Reading,wife,80710.34290481485,60479.62557716799,B,C,B,B,A,60079.78703444486,0
1473,493,71,IL,100/300,1000,1648.774308075612,0,MALE,Masters,Adm-clerical,Reading,not-in-family,41148.882371992266,10010.572705053788,B,A,B,C,B,63770.27398677182,0
1474,41,26,FL,100/300,2000,771.3485099283758,0,MALE,High School,Adm-clerical,Movies,other-relative,38995.178372838265,2316.9652270580323,B,C,C,C,B,86019.84810880112,1
1475,35,45,CA,500/1000,2000,1119.670791723286,1000000,FEMALE,Masters,Exec-managerial,Camping,own-child,20687.055701760037,44290.56499666729,C,A,A,C,B,82604.19709199076,1
1476,360,31,NY,500/1000,500,1573.1138893206407,0,MALE,PhD,Craft-repair,Movies,husband,3168.0358937275164,35073.04515871178,A,B,A,A,A,55257.74196067468,0
1477,161,36,FL,250/500,1000,932.874050039771,0,MALE,PhD,Machine-op-inspct,Exercise,unmarried,50516.01557252534,86225.34218172244,C,A,A,C,A,40078.107213527706,0
1478,398,74,FL,500/1000,1000,1180.8464492111207,0,FEMALE,PhD,Adm-clerical,Chess,wife,97471.48563566392,59704.246740560615,A,A,C,A,B,21498.980475564233,0
1479,60,30,IL,100/300,500,759.0919143805761,1000000,FEMALE,High School,Exec-managerial,Camping,not-in-family,75217.21276046366,84320.80266151231,C,A,B,B,A,61964.77034503118,0
1480,332,73,FL,100/300,1000,1846.704744786915,0,FEMALE,College,Prof-specialty,Reading,wife,54747.96521179651,57047.748848519484,C,B,B,A,B,54799.5029957388,1
1481,410,68,TX,500/1000,2000,1843.5025485932606,0,MALE,College,Prof-specialty,Movies,unmarried,29804.662810120986,22739.75639056919,B,B,B,C,B,4237.746957013567,0
1482,146,72,IL,250/500,1000,1217.5388764035786,0,MALE,PhD,Adm-clerical,Reading,wife,12185.713425108313,19957.93487757275,B,B,A,B,C,4218.875447467404,0
1483,99,54,IL,250/500,2000,788.0076108249162,0,FEMALE,College,Exec-managerial,Chess,not-in-family,26379.771348070957,39529.98966420175,C,B,B,C,A,15432.63189626373,1
1484,76,56,TX,500/1000,1000,1518.8168639629773,0,MALE,JD,Prof-specialty,Reading,not-in-family,53424.69736436152,2930.36401108705,B,C,C,B,B,71870.94570694069,1
1485,390,69,FL,100/300,2000,820.3024344809235,0,FEMALE,High School,Exec-managerial,Movies,husband,62405.9474343691,49730.47110508243,A,B,A,B,A,85995.04800301538,0
1486,444,20,IL,500/1000,500,842.891901966606,1000000,MALE,PhD,Prof-specialty,Camping,own-child,36593.12549673438,27260.03496888326,B,B,C,A,A,3041.8862869489644,1
1487,492,24,IL,100/300,2000,1958.069780209219,0,MALE,PhD,Prof-specialty,Reading,not-in-family,10490.886644317943,4566.905084041983,C,C,C,C,B,81911.15032634234,0
1488,0,45,NY,100/300,2000,649.312017379461,2000000,FEMALE,PhD,Prof-specialty,Movies,other-relative,26292.956919026146,47458.25619228722,C,B,A,B,B,46804.8463563992,0
1489,488,31,IL,100/300,2000,1068.8626953002215,0,FEMALE,JD,Machine-op-inspct,Exercise,unmarried,25702.52490407946,64100.56998789175,C,C,B,C,B,40421.38153208546,0
1490,404,71,IL,500/1000,500,1332.3120276339664,5000000,MALE,Masters,Machine-op-inspct,Reading,husband,53511.17075778246,10072.372833422172,C,A,A,A,B,54695.28167374747,0
1491,15,54,TX,100/300,500,661.6850092851214,1000000,MALE,PhD,Exec-managerial,Reading,husband,10331.756635708123,60856.47635786131,A,A,A,A,A,93730.25912302105,0
1492,432,65,IL,500/1000,1000,558.4146480878,2000000,FEMALE,College,Prof-specialty,Chess,unmarried,28820.67959619894,94294.11286996158,C,C,A,C,C,57104.33618775226,0
1493,412,69,IL,500/1000,500,1313.5069683361232,5000000,MALE,Masters,Exec-managerial,Reading,own-child,34359.90597385915,37653.35642406458,B,C,A,B,C,10905.702569144809,0
1494,215,39,FL,250/500,2000,671.8388856570549,0,FEMALE,JD,Adm-clerical,Movies,own-child,52722.70682129485,98172.63734261795,C,C,A,A,A,47441.48378770388,0
1495,82,48,IL,250/500,2000,876.753717484798,0,MALE,PhD,Prof-specialty,Chess,other-relative,29872.259174199222,78194.66424428063,C,C,A,A,B,97795.74599554081,0
1496,90,18,CA,250/500,500,1245.9095298779503,2000000,MALE,Masters,Prof-specialty,Chess,other-relative,14984.80173925396,961.6565273673828,B,C,C,B,C,16750.135956461352,0
1497,239,64,CA,500/1000,1000,1021.2467832906074,0,MALE,PhD,Exec-managerial,Reading,other-relative,2547.464855693349,94517.4864032237,A,B,B,B,C,46486.87891549454,1
1498,174,29,NY,500/1000,2000,1565.8337193522461,0,MALE,PhD,Exec-managerial,Camping,own-child,17301.774346197286,51000.09567958136,B,C,B,A,B,69858.43189772534,0
1499,128,41,CA,500/1000,2000,1943.6811847858555,0,FEMALE,JD,Adm-clerical,Exercise,wife,82473.75279646217,60056.36331718441,A,C,C,A,C,36815.044218389914,0
1500,90,47,CA,250/500,2000,1629.788132555009,2000000,MALE,College,Adm-clerical,Camping,wife,35027.876575763454,60922.204754031394,C,A,A,B,A,77022.03178917397,0
1501,141,71,TX,100/300,1000,1999.988063454449,1000000,FEMALE,JD,Exec-managerial,Movies,not-in-family,53897.94590605981,39115.3605988699,A,B,B,A,A,21610.329688022335,0
1502,330,63,TX,100/300,500,1083.36904939763,1000000,FEMALE,JD,Machine-op-inspct,Reading,wife,49002.328715572075,44412.39597697041,C,A,B,C,A,9808.346089098997,0
1503,255,65,NY,250/500,2000,957.8579802949594,0,MALE,College,Craft-repair,Reading,unmarried,27626.94381818779,51874.474034764695,A,B,C,A,B,33243.040586295196,0
1504,86,44,TX,250/500,2000,818.8779387398785,1000000,FEMALE,Masters,Adm-clerical,Exercise,unmarried,84347.30478076961,96560.98397185528,C,C,A,C,A,86926.42833310977,0
1505,302,33,IL,100/300,500,1827.3169853638146,0,MALE,JD,Craft-repair,Camping,unmarried,93863.33136034326,21845.222784407782,B,B,B,B,B,71565.10206345461,0
1506,187,38,NY,250/500,1000,1084.9035888179292,2000000,FEMALE,PhD,Adm-clerical,Camping,unmarried,21238.627330836767,91460.92408070798,C,B,B,C,A,98312.22412916129,0
1507,83,73,IL,500/1000,500,1566.412980461236,2000000,FEMALE,JD,Adm-clerical,Camping,own-child,80742.8693044049,97585.4012676929,C,A,B,B,C,33315.49559328353,0
1508,116,21,FL,500/1000,500,1512.1655850695192,5000000,MALE,College,Adm-clerical,Camping,unmarried,75578.93219000835,42485.18545685355,C,A,B,B,A,50492.329283308456,0
1509,255,19,TX,250/500,1000,585.6119906878648,0,FEMALE,Masters,Adm-clerical,Chess,other-relative,83827.23260327191,24718.345610159387,C,C,A,C,A,42625.91950369705,0
1510,25,38,IL,500/1000,500,1819.4693192143864,0,MALE,College,Machine-op-inspct,Exercise,unmarried,40886.428079676,46184.980153618926,A,A,A,B,A,48986.0823956756,0
1511,273,24,FL,500/1000,1000,1229.8026576276675,0,MALE,PhD,Machine-op-inspct,Movies,husband,68626.41988301442,10157.860064584645,A,B,B,C,A,14596.323591708415,0
1512,163,54,TX,500/1000,500,835.3223120558521,0,MALE,Masters,Craft-repair,Camping,wife,19001.304149292377,82142.12686381636,B,A,C,C,A,20117.11645367454,1
1513,221,24,TX,100/300,1000,1968.6303693949658,0,FEMALE,JD,Exec-managerial,Exercise,husband,96812.00130739987,31472.86037355436,A,B,A,A,B,50308.44796936461,0
1514,436,19,NY,250/500,500,1629.7344858260024,5000000,MALE,Masters,Craft-repair,Exercise,husband,72269.4555246559,30424.28220156489,B,A,B,A,B,96834.4716153061,0
1515,195,29,CA,500/1000,500,1425.1007710462109,2000000,FEMALE,JD,Machine-op-inspct,Reading,not-in-family,7651.96927173537,67340.10338466795,C,C,A,C,C,94494.25132617427,0
1516,338,18,CA,250/500,500,1982.5642520434792,0,MALE,JD,Machine-op-inspct,Movies,other-relative,87799.0864197174,56130.28822413343,A,C,B,C,B,9852.45240841587,0
1517,61,20,IL,500/1000,500,1634.8801111952023,0,FEMALE,High School,Prof-specialty,Movies,own-child,95907.4994974635,58577.56816658256,B,B,B,C,A,58478.4250589949,1
1518,196,18,NY,100/300,500,681.7162430556743,1000000,FEMALE,JD,Prof-specialty,Movies,other-relative,33364.48508375399,48450.79659542589,C,A,A,A,B,62217.42545483775,0
1519,449,52,CA,500/1000,1000,1986.7206880702715,0,MALE,JD,Adm-clerical,Chess,own-child,53889.891698193496,45066.29933078764,B,A,C,A,A,63775.27646638863,0
1520,137,33,IL,100/300,2000,1396.4015157133288,1000000,FEMALE,JD,Prof-specialty,Camping,other-relative,99192.50516748732,31572.086413730747,B,A,B,B,A,64384.1547974049,0
1521,441,68,IL,500/1000,1000,949.1531121249809,1000000,FEMALE,High School,Exec-managerial,Camping,own-child,45094.58865458507,28277.75271299129,B,B,B,B,A,6615.707538652155,0
1522,304,25,CA,100/300,2000,1726.2809399243233,5000000,MALE,Masters,Craft-repair,Camping,unmarried,66572.66045315942,99388.51174059043,A,C,A,C,C,50974.68167273163,0
1523,106,38,FL,500/1000,2000,571.8796795595503,1000000,MALE,High School,Craft-repair,Exercise,other-relative,45245.137299482565,40292.57647187228,A,C,C,A,B,724.6086045775049,1
1524,182,68,IL,500/1000,500,1481.5496789090628,0,MALE,College,Machine-op-inspct,Chess,husband,7566.263607845392,50697.216404276405,B,A,A,B,A,91846.410633762,0
1525,42,22,CA,100/300,500,738.9096954744412,0,MALE,JD,Craft-repair,Movies,other-relative,50956.66207664669,39713.42765932669,B,B,B,C,B,2181.870555368501,0
1526,74,73,FL,500/1000,500,631.3140782620353,0,FEMALE,High School,Exec-managerial,Reading,husband,82675.4984951899,72628.08558159324,B,A,A,B,A,77844.98969791415,0
1527,50,48,CA,500/1000,1000,1030.9760571274383,0,FEMALE,High School,Prof-specialty,Movies,own-child,4151.770849957615,17382.771752479443,B,B,B,C,A,24395.29188533352,0
1528,149,43,IL,500/1000,2000,1034.5451878396896,0,FEMALE,Masters,Prof-specialty,Exercise,unmarried,44099.683173506535,5204.688863676299,B,B,C,C,B,58845.89591289115,0
1529,298,18,FL,100/300,1000,1400.789942193597,2000000,FEMALE,Masters,Exec-managerial,Camping,unmarried,82228.15899871841,97403.92629865813,A,A,B,A,A,45424.15477302811,1
1530,263,40,IL,250/500,500,1348.1519634814636,0,FEMALE,Masters,Prof-specialty,Reading,unmarried,35342.943178952766,53561.60426229061,B,B,C,A,C,54610.46031810177,0
1531,381,30,CA,500/1000,2000,1531.9218902328646,0,FEMALE,PhD,Adm-clerical,Exercise,husband,97740.17269435844,55063.244584553286,B,A,B,B,B,60319.416709868936,0
1532,2,49,NY,500/1000,1000,761.1616553100333,2000000,MALE,Masters,Craft-repair,Reading,wife,38318.7519596894,46688.04346768497,B,B,A,B,C,98331.92552726717,0
1533,168,22,NY,100/300,1000,1806.2951029237665,0,FEMALE,JD,Prof-specialty,Chess,wife,78314.9462537838,4989.087375043244,B,C,C,A,A,78260.93438632604,0
1534,52,37,CA,250/500,1000,1788.0106936515106,2000000,MALE,High School,Craft-repair,Reading,other-relative,24557.94051357598,67667.97766130482,C,B,B,B,A,80256.45756908038,1
1535,423,68,TX,500/1000,500,824.4087744826566,0,MALE,College,Exec-managerial,Reading,wife,33237.77947270424,56585.81133356699,B,A,A,B,C,89732.15611118531,0
1536,441,45,FL,500/1000,500,1210.3611419851975,0,MALE,College,Prof-specialty,Exercise,wife,72103.46281076447,14260.259775400053,C,A,B,A,A,91131.12101040028,0
1537,145,24,NY,250/500,2000,1232.022927252615,0,FEMALE,College,Adm-clerical,Reading,wife,5703.68435495866,52353.28640639939,C,A,A,A,B,85394.37826069773,0
1538,305,30,CA,500/1000,2000,1881.856659617545,0,MALE,JD,Adm-clerical,Exercise,wife,9378.07874018839,23360.29430234966,B,B,A,A,B,75078.62094031053,0
1539,469,49,TX,250/500,2000,1858.4283294861243,5000000,MALE,High School,Exec-managerial,Camping,husband,26677.194564877736,64007.41031861704,B,C,C,C,C,572.6483386557538,0
1540,10,63,IL,100/300,1000,601.2012696987185,0,FEMALE,PhD,Adm-clerical,Exercise,unmarried,25078.816461322072,66789.56484235107,C,B,A,A,B,60360.13321194571,0
1541,449,35,IL,100/300,2000,1937.044982876787,1000000,MALE,PhD,Exec-managerial,Camping,own-child,6603.85418688203,29663.663199870614,B,B,B,C,A,7081.637252129096,1
1542,149,63,IL,250/500,500,602.8431408057988,1000000,MALE,Masters,Adm-clerical,Chess,husband,97187.81530933162,9410.214321410438,C,B,C,A,B,1727.320892533093,0
1543,360,62,CA,100/300,500,1324.3576330757369,0,MALE,PhD,Prof-specialty,Movies,wife,29352.520331292508,79791.62815954135,C,C,A,A,C,2512.7754256699714,0
1544,62,25,FL,250/500,500,967.3897233551488,5000000,MALE,High School,Craft-repair,Camping,wife,72252.4865822561,63645.32361407983,A,B,C,B,C,93460.03839188738,1
1545,114,46,CA,500/1000,1000,1085.6958103094526,0,MALE,Masters,Craft-repair,Chess,husband,39303.53436695247,60419.665689360416,B,B,C,C,A,29036.818051913284,0
1546,206,37,TX,100/300,1000,1440.0753680476255,1000000,MALE,JD,Machine-op-inspct,Camping,own-child,99095.97726152545,59802.48382870226,C,C,B,A,C,57150.26460266426,0
1547,135,43,FL,250/500,1000,1375.723462356882,0,FEMALE,College,Craft-repair,Reading,unmarried,14036.350592183733,71924.47161956759,C,B,B,B,B,19449.025390665698,0
1548,82,35,IL,250/500,500,751.2331066589619,0,MALE,College,Adm-clerical,Movies,wife,37430.90861382363,22840.556319304917,B,B,B,B,A,75828.74374686378,1
1549,72,63,NY,250/500,500,1954.672677040194,0,FEMALE,Masters,Machine-op-inspct,Chess,other-relative,43170.57976332398,40675.06202024515,C,B,A,B,B,80874.70032511374,1
1550,68,19,NY,500/1000,500,543.0413907426562,0,FEMALE,Masters,Machine-op-inspct,Chess,not-in-family,71731.37396355582,22151.600045161114,B,A,A,C,A,35709.197342134044,0
1551,327,60,NY,500/1000,2000,1015.0672801778642,0,FEMALE,Masters,Prof-specialty,Reading,own-child,49600.726519548596,7113.887196061774,A,C,B,C,A,1621.315383142431,0
1552,224,64,TX,500/1000,2000,1702.068622620585,2000000,FEMALE,High School,Prof-specialty,Camping,not-in-family,75031.35641953026,90669.38259933339,B,A,A,C,A,63768.937534327575,0
1553,112,59,IL,100/300,500,1776.4045621557502,0,MALE,Masters,Prof-specialty,Chess,not-in-family,84123.05991067574,4663.077454373921,A,C,B,B,A,87522.7558417027,0
1554,14,66,NY,500/1000,1000,1695.9353807387324,0,MALE,High School,Adm-clerical,Camping,wife,28921.46014739223,4609.223903040483,B,B,A,A,B,13192.545388953431,0
1555,398,41,FL,250/500,2000,1058.7482720908315,0,MALE,Masters,Adm-clerical,Camping,other-relative,80391.58204750113,32201.674028721405,A,C,C,B,A,70321.35959268625,0
1556,360,60,NY,500/1000,2000,1510.0998655565722,0,MALE,High School,Adm-clerical,Reading,husband,49153.72786005639,31877.16213296016,C,B,C,C,A,27027.994794277387,0
1557,262,25,TX,100/300,500,1646.4495262436892,0,FEMALE,High School,Craft-repair,Camping,unmarried,7653.622647979785,3971.337895115179,A,A,B,C,A,43842.77157070234,0
1558,212,39,NY,500/1000,1000,1366.9305846759348,0,FEMALE,PhD,Exec-managerial,Movies,other-relative,29702.65010968863,76736.86900747246,B,B,B,A,B,33707.40409780435,0
1559,109,51,TX,250/500,500,1518.5266843911772,1000000,MALE,PhD,Prof-specialty,Reading,wife,80291.82391477554,11735.130177247787,C,B,B,B,C,90699.94537232349,1
1560,409,49,TX,100/300,500,1330.437500537651,1000000,FEMALE,Masters,Machine-op-inspct,Reading,other-relative,38891.800279610914,8841.175524413426,C,A,B,A,C,30343.288105598967,0
1561,320,52,FL,250/500,1000,582.4244524220006,0,MALE,Masters,Machine-op-inspct,Exercise,husband,9326.303456424701,8734.979020161549,B,C,A,B,C,95982.96559415787,1
1562,434,42,TX,500/1000,500,909.9285065680792,0,MALE,High School,Machine-op-inspct,Movies,not-in-family,63835.02464378443,64431.728090337136,B,A,A,C,A,11964.080831560823,0
1563,345,24,CA,100/300,2000,1553.9765767037518,0,FEMALE,High School,Exec-managerial,Chess,wife,85030.0652943536,16921.799362349233,C,C,A,B,C,92347.99200657305,1
1564,409,31,IL,100/300,1000,862.3008500958738,0,FEMALE,PhD,Adm-clerical,Camping,not-in-family,13285.702275248257,57843.538913161574,C,C,B,C,A,66256.13839796811,0
1565,125,61,TX,250/500,2000,1183.1984166242846,0,FEMALE,JD,Adm-clerical,Camping,own-child,54300.538043738045,20091.186026662068,B,B,A,B,A,26990.33148937953,0
1566,347,46,CA,100/300,500,1301.9192450084624,0,FEMALE,College,Adm-clerical,Reading,other-relative,20776.27370836961,83653.96372089206,C,A,C,C,A,3078.1920814240952,0
1567,8,54,CA,100/300,1000,1506.4562507481855,2000000,MALE,College,Machine-op-inspct,Camping,own-child,33775.953801880976,18706.088312466683,C,C,C,B,B,15474.229535650335,0
1568,153,54,NY,100/300,2000,888.7163246420837,0,MALE,JD,Exec-managerial,Movies,husband,41391.02543071173,42980.2787735774,B,A,B,C,B,93076.69182285384,0
1569,370,24,FL,250/500,2000,1392.822680514536,1000000,FEMALE,JD,Craft-repair,Chess,other-relative,522.1862463925087,55241.78193332021,A,A,A,B,C,50134.8025301683,0
1570,460,50,NY,500/1000,2000,1394.7641865995238,0,MALE,College,Exec-managerial,Camping,unmarried,35570.95430272451,88019.3824975977,B,A,A,C,C,57927.94820406415,0
1571,4,34,FL,250/500,1000,1767.5359072065955,1000000,FEMALE,PhD,Exec-managerial,Reading,husband,30940.482398309698,21511.159811697402,C,A,A,B,C,82997.82024822859,0
1572,109,36,NY,500/1000,2000,1328.071587309589,2000000,MALE,College,Prof-specialty,Movies,other-relative,66836.8797130151,62046.207625071314,C,B,C,B,B,62596.18137500382,1
1573,273,42,NY,500/1000,1000,942.6151026530979,0,MALE,JD,Craft-repair,Chess,other-relative,88010.26924011718,3118.2439003995423,C,B,C,C,B,20474.621928855282,0
1574,52,25,CA,100/300,2000,1284.0546666157538,1000000,FEMALE,College,Exec-managerial,Movies,unmarried,10525.564214396254,77531.12858974421,C,B,C,B,B,57515.97601384391,0
1575,406,29,IL,100/300,1000,660.9149455571062,1000000,FEMALE,College,Craft-repair,Movies,not-in-family,48281.839076182296,52710.179426967065,C,C,B,C,B,65715.91559755932,0
1576,219,20,CA,500/1000,2000,1411.6231366639267,0,MALE,JD,Exec-managerial,Movies,not-in-family,27668.2828280852,94505.0544745117,C,A,A,C,B,24130.942450848102,1
1577,484,48,NY,500/1000,1000,1874.1963651297128,0,FEMALE,PhD,Craft-repair,Camping,other-relative,98751.60657458552,77537.4695721052,A,B,B,A,C,93198.22685745623,1
1578,196,61,IL,100/300,500,1294.7154752964695,0,FEMALE,College,Craft-repair,Movies,other-relative,78034.38744269367,40079.689681599215,C,B,B,B,C,18101.91535837882,0
1579,316,25,NY,500/1000,1000,938.2523700167769,0,MALE,Masters,Craft-repair,Camping,own-child,11785.713703435751,41578.22311399052,B,B,A,B,A,71345.78057483664,0
1580,90,21,NY,500/1000,1000,1108.2891540188702,0,MALE,Masters,Prof-specialty,Movies,own-child,36883.1741916629,649.0696724175571,A,C,A,C,C,90681.48991981703,0
1581,467,49,IL,500/1000,2000,1852.78688000869,2000000,MALE,College,Adm-clerical,Chess,wife,11117.014458220876,83807.87498768153,C,A,B,B,B,33347.23253529585,1
1582,227,24,CA,500/1000,2000,1719.6003037988494,0,MALE,JD,Exec-managerial,Reading,other-relative,78702.56047567676,80541.00874434118,B,A,B,B,C,85210.8511031437,0
1583,484,31,TX,500/1000,500,1704.7631302960617,0,MALE,Masters,Prof-specialty,Camping,husband,48708.37569572708,56855.282573034296,A,B,A,B,A,59259.34814135177,0
1584,161,51,NY,100/300,500,1346.1197619360355,0,MALE,College,Exec-managerial,Reading,husband,64728.685647099795,37542.425870609106,B,A,B,B,B,30790.889811021934,0
1585,77,22,TX,100/300,2000,1094.6194744615848,0,MALE,JD,Exec-managerial,Chess,other-relative,57487.651051112996,80493.44502262802,C,C,B,C,A,73291.67928276319,0
1586,174,29,CA,250/500,500,698.650894244118,0,MALE,Masters,Machine-op-inspct,Reading,not-in-family,18260.17541064877,61026.95511832276,B,B,C,C,C,41594.093315559236,0
1587,453,54,TX,500/1000,500,1963.4210196192234,0,FEMALE,PhD,Machine-op-inspct,Movies,wife,1299.4176156686076,18983.16984986975,A,A,B,C,C,20591.560880039942,0
1588,282,44,CA,250/500,500,768.6547514241763,0,MALE,JD,Prof-specialty,Chess,own-child,87022.69578374086,24230.274664021013,B,C,C,A,B,91741.47885467212,0
1589,385,38,TX,250/500,1000,878.1777927962892,1000000,MALE,Masters,Exec-managerial,Camping,own-child,9235.20162219157,60567.30229372269,B,B,C,A,B,50686.88076714399,0
1590,8,74,TX,100/300,1000,1646.3922699137045,0,MALE,High School,Prof-specialty,Chess,not-in-family,79146.15121869577,67806.01650780681,C,A,B,A,A,79424.15997435695,1
1591,202,30,NY,500/1000,500,1026.1274112283234,2000000,MALE,High School,Adm-clerical,Camping,wife,19147.464243976832,11327.793920934826,B,C,C,A,B,94662.91095769692,0
1592,309,42,IL,250/500,500,1375.8027819628965,1000000,FEMALE,JD,Adm-clerical,Movies,other-relative,85277.37672245761,83969.74878915671,A,A,C,A,C,73541.02343303991,0
1593,132,51,IL,250/500,2000,1642.4621392352497,2000000,MALE,Masters,Machine-op-inspct,Exercise,wife,59374.61313760218,50340.59333327549,A,C,C,C,A,47242.46757676076,0
1594,202,59,CA,250/500,500,1334.1821191021922,5000000,MALE,PhD,Machine-op-inspct,Movies,husband,39917.433821553714,19985.786157213348,C,B,C,A,B,85798.79930565666,1
1595,2,61,NY,100/300,500,1236.0791304604734,0,MALE,JD,Prof-specialty,Movies,other-relative,65835.2316231135,56545.93134481421,C,B,B,A,A,59068.62842537533,0
1596,345,74,TX,500/1000,500,576.0535078772826,0,FEMALE,JD,Adm-clerical,Reading,other-relative,27375.34554922233,87628.4328549481,B,A,B,B,A,10501.504427024825,0
1597,397,65,CA,500/1000,1000,1231.4857927186727,0,FEMALE,PhD,Adm-clerical,Exercise,not-in-family,41859.91667905498,5510.425779785722,A,B,C,A,A,61366.28673961112,0
1598,264,34,IL,100/300,2000,1182.539938753624,0,MALE,College,Prof-specialty,Chess,wife,82375.09397142132,22098.479239847013,C,C,B,C,B,1036.0636610133058,0
1599,210,38,TX,500/1000,500,1820.7679516347926,0,MALE,College,Adm-clerical,Exercise,wife,894.8724736885682,56323.3610381252,A,C,B,A,C,97586.77555904812,0
1600,208,32,NY,100/300,2000,1171.0892286881567,0,MALE,PhD,Machine-op-inspct,Movies,unmarried,23395.850380765838,185.0346097934219,B,B,A,B,A,52320.264112344936,0
1601,432,43,CA,500/1000,1000,1444.9142361655588,0,MALE,PhD,Prof-specialty,Reading,not-in-family,74129.79612920198,17977.53166893995,C,B,A,C,C,9675.714857983116,0
1602,57,50,FL,250/500,2000,1660.6001914563053,2000000,MALE,Masters,Craft-repair,Exercise,unmarried,71945.25498515388,23672.14935581533,A,C,C,C,A,30304.440153541353,0
1603,365,52,NY,500/1000,2000,1201.572440003642,0,FEMALE,PhD,Craft-repair,Chess,own-child,16365.32611765843,88408.15159599099,A,C,A,B,A,66048.19821154205,0
1604,471,43,CA,250/500,2000,891.2831441539347,1000000,FEMALE,High School,Craft-repair,Exercise,unmarried,98298.93078827528,52420.82053833755,A,C,A,C,A,29234.793659748422,0
1605,333,29,TX,500/1000,1000,1840.9300438066211,0,FEMALE,High School,Adm-clerical,Camping,own-child,67647.67457988446,63218.36517641752,B,A,A,C,A,42385.35127658658,0
1606,137,39,CA,250/500,2000,1843.2769798927957,0,FEMALE,College,Machine-op-inspct,Camping,husband,37137.44274038142,307.1379745683833,A,A,C,C,C,30235.877255546457,0
1607,380,27,NY,500/1000,500,1849.7532004901918,5000000,MALE,High School,Machine-op-inspct,Chess,unmarried,35088.28077678269,38673.32817896351,C,A,B,B,A,63083.84169950243,0
