claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
1595,290,62,IL,500/1000,1000,1339.7830700517159,2000000,MALE,Masters,Prof-specialty,Reading,other-relative,60840.322762205025,25442.480524169565,Multi-vehicle Collision,Rear Collision,Trivial Damage,Ambulance,PA,Northbrook,19,3,YES,3,2,YES,137542.4504160084,1511.225142718252,23231.063615465046,55689.34256955632,Volkswagen,2015,0
1596,62,37,FL,100/300,2000,1941.6774020324603,1000000,MALE,PhD,Machine-op-inspct,Reading,unmarried,75299.94754336213,90735.1271516869,Parked Car,Rear Collision,Major Damage,Fire,OH,Riverwood,20,4,Unknown,2,3,YES,54459.63784265299,4599.250345635822,27921.19228993338,45259.08846078458,Ford,2011,0
1597,243,34,IL,100/300,2000,1441.0948329737696,0,MALE,College,Exec-managerial,Chess,own-child,73462.08603111564,63677.585503596725,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,WV,Springfield,17,4,NO,3,1,Unknown,63114.992220708555,9612.264751567393,2592.361563566048,30195.20929626393,Audi,2003,0
1598,24,72,IL,500/1000,2000,889.3256499096238,1000000,FEMALE,PhD,Prof-specialty,Reading,not-in-family,1979.8730118157248,43870.89014925257,Parked Car,Unknown,Total Loss,None,PA,Columbus,0,2,Unknown,0,2,Unknown,114289.16725992787,13869.60257315584,24007.58643704919,62027.69457228844,Chevrolet,2005,1
1599,89,24,FL,100/300,2000,938.5865357716107,0,FEMALE,High School,Machine-op-inspct,Exercise,own-child,68741.53330188531,98218.9903415557,Vehicle Theft,Side Collision,Minor Damage,Police,VA,Riverwood,17,2,Unknown,3,0,YES,119178.11807938208,25754.618817643033,3860.134227019354,25269.140374364735,Saab,2021,0
1600,74,21,FL,250/500,2000,1557.9599638038908,0,MALE,High School,Exec-managerial,Reading,wife,45055.40480989269,86201.41069116401,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Riverwood,7,4,YES,0,3,NO,13071.40294211084,5618.192650619465,2408.3154974882327,57922.18224752384,Chevrolet,2021,0
1601,293,46,NY,250/500,500,1603.1548908382795,0,FEMALE,College,Adm-clerical,Chess,other-relative,52408.99675544575,77202.10128316995,Multi-vehicle Collision,Unknown,Minor Damage,Fire,VA,Columbus,21,4,NO,1,3,Unknown,105758.47016776713,10424.128515075769,28674.94358166386,86156.40356390542,Ford,2020,0
1602,385,31,IL,100/300,500,955.2443476835228,1000000,FEMALE,PhD,Prof-specialty,Camping,wife,56166.33369429792,27390.24710689438,Parked Car,Front Collision,Total Loss,Fire,OH,Northbrook,9,3,NO,2,2,Unknown,72644.50707467797,14273.28708840542,14678.93344473822,65632.78292841832,Volkswagen,2007,0
1603,390,20,TX,250/500,2000,1018.0159668894953,0,FEMALE,High School,Exec-managerial,Reading,own-child,73171.96171082654,97374.07004323977,Single Vehicle Collision,Unknown,Minor Damage,Fire,WV,Northbrook,1,2,NO,2,2,Unknown,20511.15703902948,8873.356679681063,4578.098730278658,37714.12041130589,Ford,1995,0
1604,209,41,IL,500/1000,500,1986.5847631086306,2000000,MALE,JD,Machine-op-inspct,Reading,own-child,83133.2983608313,74298.75028259559,Parked Car,Unknown,Total Loss,Ambulance,WV,Springfield,8,3,Unknown,3,0,NO,40074.22931005921,18772.433361626125,17098.71339651269,67305.58297610699,Audi,2001,1
1605,474,54,IL,100/300,1000,652.9288243704161,1000000,MALE,PhD,Machine-op-inspct,Exercise,own-child,64626.094463223606,60521.728402904155,Single Vehicle Collision,Front Collision,Trivial Damage,Ambulance,PA,Riverwood,23,2,NO,1,2,Unknown,7232.806847324542,7698.073043279103,7897.11416308659,72850.8393303335,BMW,2005,0
1606,417,33,FL,100/300,2000,1106.9675426601489,2000000,FEMALE,College,Adm-clerical,Movies,wife,56390.72208060012,92179.9229013333,Multi-vehicle Collision,Unknown,Minor Damage,None,NY,Springfield,3,2,YES,1,0,Unknown,54355.459727369365,23170.512633397302,13929.270504239827,29393.05798311799,Volkswagen,2019,0
1607,346,72,IL,500/1000,1000,593.6712967962612,0,MALE,PhD,Prof-specialty,Camping,other-relative,37376.925481270184,16218.168192912919,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Northbrook,10,1,Unknown,1,3,NO,38683.26282993661,15154.6228455355,18739.78781639731,63491.38618768015,Dodge,1997,0
1608,16,69,IL,500/1000,1000,1731.6175429973616,2000000,FEMALE,Masters,Prof-specialty,Movies,not-in-family,13787.821923194753,13901.605276427676,Vehicle Theft,Rear Collision,Minor Damage,Police,OH,Columbus,9,4,NO,1,0,NO,57624.45790831264,2589.1465038333063,26078.09486609984,39152.21802699998,Dodge,1996,0
1609,127,21,TX,500/1000,2000,638.5187584181483,0,FEMALE,Masters,Exec-managerial,Chess,not-in-family,95857.7681644864,56371.341439076015,Parked Car,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,13,1,Unknown,2,0,Unknown,87260.91185584814,18809.96685695873,92.44194807924933,73685.17111219,Audi,2008,0
1610,426,73,FL,100/300,1000,1511.011034694067,0,FEMALE,High School,Machine-op-inspct,Chess,husband,46184.22923253076,5671.359663311071,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbrook,6,2,Unknown,3,0,YES,109984.76302947468,17077.30511396272,6424.219827478462,26654.445806264932,BMW,2004,1
1611,442,41,IL,500/1000,1000,584.725136005223,1000000,MALE,Masters,Machine-op-inspct,Movies,husband,56621.224449739326,66398.68618670157,Parked Car,Front Collision,Major Damage,Ambulance,WV,Riverwood,18,3,Unknown,3,3,YES,91000.12199064968,10157.92062620018,2888.1162875633872,84404.5943351965,Chevrolet,2018,0
1612,363,51,CA,500/1000,1000,1509.2825567145367,1000000,MALE,College,Adm-clerical,Exercise,own-child,75107.31394364171,24074.11381156198,Parked Car,Rear Collision,Major Damage,Fire,WV,Northbrook,5,2,YES,0,1,NO,101917.40668786189,334.7123516706407,2912.931046771875,51773.34566003121,Volkswagen,2014,0
1613,250,47,NY,250/500,2000,1764.555420391555,0,FEMALE,High School,Adm-clerical,Exercise,other-relative,6841.048497982915,11902.657794307137,Single Vehicle Collision,Unknown,Major Damage,Ambulance,OH,Springfield,15,1,NO,2,1,Unknown,129913.04853250961,6021.046265231176,28373.322394197145,31861.9679228208,Chevrolet,2011,1
1614,178,35,TX,250/500,2000,1098.232290386086,0,MALE,College,Prof-specialty,Exercise,other-relative,85501.10090037315,40949.5849791478,Single Vehicle Collision,Side Collision,Minor Damage,None,PA,Columbus,18,4,NO,0,0,NO,131136.75429749588,12171.285866470576,28082.488035451574,37801.4770571928,Chevrolet,2002,0
1615,181,36,IL,100/300,1000,1283.1897401482652,0,FEMALE,College,Machine-op-inspct,Camping,unmarried,79702.57433424074,46594.96263655637,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Riverwood,18,3,Unknown,1,2,NO,129177.54257969651,5997.421013798923,22479.242391036994,31367.09533693152,Toyota,2009,0
1616,151,48,CA,250/500,2000,1102.3126070079238,0,MALE,Masters,Exec-managerial,Chess,unmarried,77442.85819098412,17048.48638960711,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Columbus,12,2,NO,3,1,YES,23398.752864189228,17324.733628190334,19291.891272027464,13247.545593558261,Toyota,2016,0
1617,24,36,IL,250/500,2000,950.7331379489583,0,MALE,Masters,Craft-repair,Chess,wife,2198.2706734408384,4153.527095613219,Multi-vehicle Collision,Side Collision,Total Loss,Police,OH,Springfield,11,2,Unknown,0,3,NO,38034.83547224998,21369.7468177877,25439.11339073109,6257.466480183483,Volkswagen,2000,1
1618,454,66,IL,500/1000,1000,1704.8951009406924,0,MALE,College,Exec-managerial,Chess,unmarried,52651.88514104142,41405.559123881365,Parked Car,Rear Collision,Trivial Damage,Ambulance,VA,Springfield,21,4,Unknown,2,0,NO,75597.63308667202,25680.52970252507,1752.262142717027,29027.90469292966,Toyota,2014,0
1619,179,63,FL,500/1000,2000,908.0038605964845,0,FEMALE,Masters,Adm-clerical,Camping,not-in-family,5426.837073243684,75952.633598843,Single Vehicle Collision,Rear Collision,Trivial Damage,None,NY,Northbrook,14,2,Unknown,3,1,Unknown,54131.52445539604,19409.478560512463,3584.5737930368527,41336.27065292927,Volkswagen,2016,0
1620,197,36,FL,250/500,500,1584.4151365841706,5000000,FEMALE,Masters,Exec-managerial,Chess,not-in-family,55087.25788472912,87419.97706010216,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,PA,Springfield,7,2,YES,2,3,Unknown,20184.5107578545,20670.27663764438,9513.38769889002,32627.34285529811,Volkswagen,1996,0
1621,343,39,FL,250/500,2000,809.2956188828034,0,FEMALE,Masters,Machine-op-inspct,Movies,wife,71844.83262555224,9754.82941290997,Parked Car,Rear Collision,Major Damage,Ambulance,PA,Northbrook,3,4,NO,3,0,NO,43518.66007354489,18253.255956915735,24974.771396895405,1351.3633796913673,Toyota,2016,0
1622,160,41,CA,250/500,500,874.7806941174944,1000000,MALE,PhD,Prof-specialty,Reading,husband,12185.02502584229,52467.54630112551,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,19,1,Unknown,2,1,NO,146326.59986901304,29564.581728381112,14166.976282995305,52152.661511127815,Saab,2009,1
1623,176,62,IL,100/300,1000,1004.6917438658184,2000000,FEMALE,College,Craft-repair,Camping,own-child,69488.31054772886,26340.29888063848,Parked Car,Unknown,Minor Damage,Ambulance,VA,Columbus,7,1,NO,2,0,Unknown,52365.54994673216,7830.017072397246,15107.24290312855,13119.00154219557,Chevrolet,2010,0
1624,284,29,NY,100/300,2000,1383.7345660906824,0,FEMALE,JD,Prof-specialty,Reading,other-relative,44953.28459853072,37463.38696028665,Vehicle Theft,Rear Collision,Total Loss,Ambulance,OH,Northbrook,22,1,YES,3,1,YES,63127.65321024624,7987.760415382751,6877.962889614228,19069.37454268928,Dodge,1996,1
1625,62,47,TX,100/300,1000,1181.6334787393116,0,FEMALE,College,Craft-repair,Movies,husband,81155.293067782,93344.18297599064,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Northbrook,20,1,YES,2,1,Unknown,1457.0125676658977,3790.0092426557894,19451.624435205784,10955.293231879923,Audi,2016,1
1626,490,55,FL,250/500,1000,1617.7172147417307,0,FEMALE,High School,Craft-repair,Exercise,not-in-family,53358.8939380301,35207.47729456469,Vehicle Theft,Rear Collision,Total Loss,None,PA,Riverwood,15,3,Unknown,2,2,Unknown,108052.5245286347,14570.52977608597,26635.264621867926,46886.90242956366,Volkswagen,2008,0
1627,149,70,FL,250/500,1000,820.3509505042884,1000000,MALE,Masters,Machine-op-inspct,Exercise,husband,33612.153583464875,36534.59301783268,Parked Car,Side Collision,Minor Damage,Police,PA,Springfield,15,3,YES,1,1,Unknown,62325.734799034275,2884.8511089276576,9885.426595754025,8654.820388020407,Audi,2019,0
1628,153,48,IL,100/300,1000,516.0084317732512,0,MALE,Masters,Machine-op-inspct,Exercise,wife,33199.156342370865,20939.582574499127,Parked Car,Side Collision,Trivial Damage,Fire,OH,Northbrook,1,4,YES,3,2,Unknown,15919.439402826583,8104.397906943112,18575.578193096524,23146.51670163376,Ford,2017,0
1629,155,53,IL,100/300,1000,1664.83620767783,0,FEMALE,JD,Adm-clerical,Camping,own-child,89748.6520007584,96001.84180258555,Single Vehicle Collision,Side Collision,Total Loss,Fire,PA,Springfield,21,4,YES,0,3,Unknown,145299.23237654846,14480.427863141747,9958.468923354661,40708.61371403737,Ford,2022,1
1630,369,36,CA,250/500,2000,1732.4740008201086,0,MALE,High School,Adm-clerical,Exercise,not-in-family,45287.15845851323,45648.73566602834,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,16,4,YES,3,1,YES,116726.26528147048,28727.86847790052,23781.5733550299,15177.028776951222,Ford,2022,0
1631,468,65,CA,500/1000,500,589.2202446625843,0,MALE,PhD,Craft-repair,Camping,wife,40575.389717642094,57039.213405676295,Parked Car,Rear Collision,Total Loss,Ambulance,VA,Springfield,22,3,YES,3,0,Unknown,109059.43837019267,28914.38981520502,14248.792109769516,40217.09841699479,Mercedes,2014,1
1632,48,62,FL,100/300,2000,1416.3612832375948,0,MALE,College,Adm-clerical,Camping,husband,3987.3622297915576,45316.809230139974,Multi-vehicle Collision,Front Collision,Major Damage,Police,VA,Northbrook,4,2,YES,1,2,Unknown,143701.91405882957,22312.20702409667,10184.07066659114,30911.887801993536,Toyota,1995,0
1633,454,53,IL,250/500,2000,1067.3101758096168,5000000,MALE,PhD,Machine-op-inspct,Reading,other-relative,36432.460511540165,25291.907676386414,Single Vehicle Collision,Unknown,Total Loss,Ambulance,VA,Columbus,4,3,NO,0,1,YES,61418.2726353121,11677.504847270548,12601.465626338757,77467.68624552756,Volkswagen,2003,0
1634,336,47,NY,250/500,2000,1690.8434827917752,0,MALE,High School,Adm-clerical,Exercise,unmarried,84962.70549444247,81041.2613140987,Parked Car,Unknown,Major Damage,None,VA,Columbus,11,1,YES,0,2,NO,107920.76427372104,25954.838201296385,2736.8256418868477,71561.79881528321,Ford,2011,1
1635,83,72,TX,500/1000,2000,1811.6218312947178,2000000,FEMALE,JD,Craft-repair,Chess,wife,76098.76565326091,2847.122587682116,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Columbus,6,1,NO,0,0,YES,31328.08065912494,26263.674057229207,25983.514599673217,89357.62705355129,Volkswagen,2015,0
1636,360,66,IL,250/500,500,1776.5056501958736,5000000,MALE,High School,Prof-specialty,Exercise,not-in-family,22091.320279659976,69024.34300916937,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbrook,4,2,Unknown,2,0,Unknown,104719.52184409194,27305.92142389657,28742.071660143145,47649.16479359373,BMW,2008,0
1637,176,72,IL,250/500,2000,1665.8063710262782,0,FEMALE,JD,Exec-managerial,Exercise,husband,41305.662321350326,59427.281059935245,Vehicle Theft,Unknown,Total Loss,Police,PA,Springfield,3,4,YES,2,0,NO,2604.8242820466244,19200.75144645639,14322.425392062496,51828.19871082375,Chevrolet,2017,0
1638,147,50,CA,100/300,1000,903.5783431132445,0,FEMALE,PhD,Adm-clerical,Exercise,unmarried,19657.967608174888,14428.065068874917,Vehicle Theft,Front Collision,Minor Damage,Fire,VA,Riverwood,16,3,YES,2,3,YES,19382.65437587181,6053.783868236413,6640.116242344182,85203.46174560438,Toyota,2004,0
1639,117,35,TX,100/300,2000,1717.834465352475,1000000,FEMALE,PhD,Machine-op-inspct,Chess,unmarried,95421.68168347068,16590.50443006894,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Riverwood,5,2,NO,0,3,NO,64076.20833112585,2732.4231831204515,19939.68597266816,36023.34010040791,Volkswagen,2007,0
1640,341,69,FL,500/1000,2000,1300.217713859439,2000000,MALE,High School,Prof-specialty,Chess,husband,59811.787853553564,65922.55879008694,Single Vehicle Collision,Front Collision,Total Loss,Police,PA,Riverwood,13,2,YES,3,0,YES,2307.85787349822,27443.265121203898,13571.444386234281,50055.87333728648,Audi,2007,0
1641,475,66,IL,500/1000,500,579.1349222481363,0,MALE,High School,Machine-op-inspct,Camping,own-child,75435.47925485486,31213.87916632715,Parked Car,Rear Collision,Total Loss,Police,WV,Columbus,8,3,NO,3,3,YES,69563.89538983768,1666.3832436480895,7569.002425152591,34179.78606572008,Ford,2020,0
1642,62,45,FL,250/500,500,1185.4082748473734,5000000,MALE,Masters,Adm-clerical,Chess,husband,71380.8649676779,26573.807816567918,Parked Car,Rear Collision,Minor Damage,Ambulance,PA,Columbus,3,2,NO,0,3,NO,78657.36648521808,8876.701783139846,1152.994304704471,49172.87746023855,Audi,2016,0
1643,188,64,IL,100/300,1000,1913.23687554499,0,MALE,JD,Craft-repair,Camping,not-in-family,87368.93633900835,5915.60955372793,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Columbus,10,4,YES,0,3,NO,93430.18633926877,14608.853011132112,26691.133553655363,7360.902283326797,Volkswagen,2013,1
1644,359,28,FL,500/1000,2000,1831.7890246033292,0,FEMALE,Masters,Exec-managerial,Reading,other-relative,94932.77785454593,76648.30893227842,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,PA,Springfield,19,3,Unknown,1,3,NO,15507.808210545647,659.3007862042743,23902.03056135143,70563.08899160146,Saab,2021,0
1645,48,74,TX,500/1000,2000,653.3964214956741,0,FEMALE,College,Exec-managerial,Camping,not-in-family,3244.617377572445,88267.19353006454,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Columbus,20,3,Unknown,2,3,NO,27561.28101251824,27207.367760347315,24870.181729181382,88676.66727387105,Volkswagen,2002,0
1646,326,71,CA,500/1000,2000,1616.1900285715553,0,FEMALE,College,Prof-specialty,Exercise,unmarried,97530.11798999524,81984.43517257337,Multi-vehicle Collision,Unknown,Major Damage,None,VA,Springfield,15,2,Unknown,2,3,Unknown,92185.86392222067,8613.629846167049,13195.191927941665,6010.062179315898,Volkswagen,2021,1
1647,256,62,TX,250/500,1000,1708.689298937352,0,MALE,High School,Exec-managerial,Movies,other-relative,87054.24631058796,46603.41195000369,Multi-vehicle Collision,Unknown,Total Loss,None,WV,Springfield,15,4,NO,2,0,YES,98899.06301316457,855.1439676172567,22597.661758602826,72113.47174780954,Toyota,2001,1
1648,223,50,NY,100/300,500,907.0822823551472,0,FEMALE,PhD,Craft-repair,Movies,wife,38294.740869809626,53395.64085805625,Parked Car,Rear Collision,Minor Damage,Police,OH,Springfield,15,4,NO,1,3,Unknown,4372.084117436301,29807.69991679555,17436.757916399867,21831.95856450353,Saab,2019,0
1649,140,34,CA,500/1000,1000,1207.4128561116386,0,FEMALE,College,Machine-op-inspct,Exercise,unmarried,83706.92425570705,24227.619398468836,Vehicle Theft,Unknown,Major Damage,Police,NY,Northbrook,5,1,YES,1,3,YES,81284.9206361982,9341.79542452546,11243.258892404792,17859.48008960062,BMW,2011,1
1650,477,23,TX,100/300,2000,1566.4819121955245,0,FEMALE,College,Craft-repair,Camping,own-child,73655.79823309495,17285.473941878616,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,PA,Riverwood,14,3,NO,1,2,Unknown,117854.76893382547,26302.947224561183,25282.2626436654,62433.99880478374,Mercedes,2002,0
1651,214,21,NY,500/1000,500,1158.5622332317218,2000000,MALE,Masters,Prof-specialty,Exercise,husband,79311.43766896917,82300.11748913447,Parked Car,Front Collision,Major Damage,Fire,PA,Springfield,2,1,Unknown,0,2,Unknown,10830.581228916417,13604.233617626427,29962.72644133255,4067.4891452366955,BMW,1998,0
1652,434,37,IL,500/1000,500,669.1953782998654,2000000,FEMALE,Masters,Prof-specialty,Chess,wife,22069.103283905533,79834.41605448302,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,PA,Riverwood,8,4,YES,1,3,YES,62269.3433543547,19893.77703164997,26978.469218230795,41745.2173179872,Mercedes,2001,0
1653,378,65,IL,100/300,1000,1558.8236670225824,0,FEMALE,College,Exec-managerial,Camping,not-in-family,64856.37019356654,77735.9828436892,Parked Car,Front Collision,Total Loss,Ambulance,OH,Springfield,0,4,Unknown,3,1,Unknown,49313.43531800023,7232.704486120642,23285.759150589172,229.85748578738708,Mercedes,2017,0
1654,439,64,FL,100/300,500,1867.4580346029552,0,MALE,High School,Craft-repair,Exercise,other-relative,2592.589429929082,46335.93063976348,Single Vehicle Collision,Unknown,Minor Damage,Fire,NY,Springfield,10,1,YES,0,1,NO,137093.0109901265,15086.259809310659,22425.239165771305,49940.023175318005,Toyota,2014,0
1655,210,44,CA,100/300,500,1478.7270926092365,0,FEMALE,Masters,Machine-op-inspct,Chess,wife,84822.91325528488,86450.77608445591,Parked Car,Front Collision,Trivial Damage,Fire,WV,Columbus,21,3,Unknown,0,3,NO,28277.45778436507,7729.53577275081,19507.465290505643,41641.14192907293,Saab,2018,0
1656,317,32,IL,250/500,2000,1660.701122853551,0,MALE,College,Craft-repair,Chess,own-child,95104.2972475789,92623.20693508147,Single Vehicle Collision,Side Collision,Major Damage,Police,OH,Riverwood,5,1,YES,2,0,Unknown,48094.88176509978,28532.51643795311,25608.524905187314,82401.88634059246,Ford,2023,0
1657,31,23,CA,500/1000,2000,1037.5438034867427,0,FEMALE,PhD,Machine-op-inspct,Camping,husband,66212.3440635288,32834.43446534448,Parked Car,Side Collision,Major Damage,Ambulance,OH,Springfield,23,4,Unknown,2,0,Unknown,134817.4893761998,1828.3623724873887,14792.43743473998,64852.444060318936,Saab,2022,0
1658,157,64,IL,250/500,500,774.7973676899524,0,MALE,Masters,Machine-op-inspct,Reading,wife,51266.96531760021,22469.449178035582,Vehicle Theft,Front Collision,Minor Damage,None,VA,Riverwood,4,4,NO,1,2,YES,49932.66925596593,8240.217825145422,5451.88530593979,11427.954851916818,Audi,2011,0
1659,284,31,FL,100/300,500,1464.1604924274388,1000000,MALE,College,Craft-repair,Reading,not-in-family,72573.10893630712,46426.30307759832,Parked Car,Side Collision,Total Loss,None,OH,Columbus,17,2,Unknown,3,0,YES,79936.44236754636,26793.26629649636,23041.491728076195,31973.14238170006,Ford,1999,0
1660,304,28,TX,500/1000,1000,991.6568087618283,2000000,MALE,JD,Adm-clerical,Chess,other-relative,32636.128822461695,17932.63566745925,Single Vehicle Collision,Front Collision,Minor Damage,Fire,OH,Springfield,20,2,YES,0,0,Unknown,5438.782916016466,14401.078725218513,27585.19122527656,83849.02129412518,Ford,2014,0
1661,428,56,FL,250/500,1000,1790.1102784846892,0,FEMALE,Masters,Craft-repair,Reading,wife,62638.7795812538,88400.28851398968,Vehicle Theft,Front Collision,Total Loss,Fire,PA,Columbus,11,1,Unknown,0,0,YES,147742.9142081679,18002.5233571251,10240.568757914985,65307.53983994067,Chevrolet,1998,1
1662,476,26,NY,500/1000,500,683.9420749670098,1000000,FEMALE,JD,Machine-op-inspct,Chess,husband,71897.29393064442,33799.05000777694,Parked Car,Rear Collision,Total Loss,Ambulance,VA,Springfield,6,2,NO,0,3,NO,123829.53282674283,19550.801144869278,23489.498938714067,53525.332837267386,Dodge,2013,1
1663,285,43,IL,250/500,2000,1150.1955495996856,0,MALE,Masters,Prof-specialty,Reading,not-in-family,14268.078148118757,57617.17865405768,Parked Car,Front Collision,Major Damage,Ambulance,WV,Columbus,1,4,YES,2,3,NO,95342.94123962811,2127.8253532069016,8211.681092472423,50360.536011742464,Volkswagen,1995,0
1664,143,33,NY,100/300,500,1095.0914007025788,0,MALE,Masters,Prof-specialty,Chess,wife,14006.800549659238,59471.9495907125,Multi-vehicle Collision,Side Collision,Minor Damage,None,NY,Columbus,6,3,NO,2,1,NO,9582.913326952055,532.1622272575521,28278.00820076046,35889.05212970857,Toyota,2015,0
1665,423,22,NY,250/500,500,1907.0807803308944,1000000,MALE,JD,Exec-managerial,Chess,other-relative,71613.8177714307,51498.78803458964,Vehicle Theft,Unknown,Total Loss,Ambulance,WV,Northbrook,8,3,Unknown,3,2,YES,11693.059225230712,28135.2315513392,20503.8297604136,52709.61149394108,Audi,2018,0
1666,18,74,CA,500/1000,2000,729.7022009066059,0,MALE,High School,Prof-specialty,Chess,husband,43178.249416549595,15652.570942309829,Single Vehicle Collision,Front Collision,Minor Damage,Police,VA,Springfield,23,1,YES,2,1,YES,81973.55780320811,8145.085358906422,17078.279615471914,69472.63089659638,BMW,2004,0
1667,17,69,IL,500/1000,2000,514.7702375180164,0,MALE,College,Adm-clerical,Chess,own-child,88920.14984609,99100.06400933713,Vehicle Theft,Rear Collision,Total Loss,Fire,PA,Springfield,19,2,Unknown,3,0,YES,43117.13321241342,11409.393313065866,23396.10473710725,11565.637104437437,Saab,2000,0
1668,256,27,NY,500/1000,1000,857.1278192106763,2000000,MALE,High School,Machine-op-inspct,Movies,own-child,31193.888215683764,17260.32292411297,Single Vehicle Collision,Side Collision,Trivial Damage,None,NY,Springfield,7,1,YES,2,0,YES,93607.02240172442,20462.795121706487,24396.93511672625,87287.7745043664,Ford,2006,0
1669,77,67,TX,500/1000,1000,1730.4152896529818,1000000,MALE,High School,Craft-repair,Reading,unmarried,4243.073724864455,75150.73605709098,Multi-vehicle Collision,Rear Collision,Major Damage,None,WV,Riverwood,8,2,NO,3,1,Unknown,89929.77603624198,7089.116312181638,26771.09694676041,21618.901731098806,Ford,2011,0
1670,370,20,NY,100/300,1000,813.9827240705256,2000000,MALE,College,Craft-repair,Chess,wife,64987.602923151964,79136.2874055159,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbrook,9,3,NO,2,1,Unknown,125878.38404275502,21992.14110502555,27033.585985422917,40352.067061220005,Toyota,1999,1
1671,174,30,TX,250/500,1000,861.3170955582241,1000000,MALE,PhD,Adm-clerical,Exercise,other-relative,68423.92266025806,14516.370836127267,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Riverwood,11,2,NO,2,3,Unknown,42565.87057654003,13747.265464898099,1580.724766606396,2142.1346558356004,Saab,2016,0
1672,497,60,CA,100/300,2000,694.8482068052163,5000000,MALE,High School,Prof-specialty,Camping,wife,55359.16089787103,93316.35115498803,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,1,2,Unknown,1,3,Unknown,86890.59691140338,25698.29415862173,3687.228240383863,49576.09847396784,Saab,2003,1
1673,193,66,NY,100/300,500,1573.1543049148106,0,MALE,High School,Machine-op-inspct,Exercise,husband,68333.26456945979,48775.876262772836,Single Vehicle Collision,Front Collision,Minor Damage,Fire,OH,Northbrook,9,1,YES,1,2,NO,116715.81616639477,8356.219072964472,24781.82634561625,34429.82956881998,BMW,2003,0
1674,475,47,FL,100/300,1000,603.7612857581257,0,MALE,High School,Prof-specialty,Exercise,unmarried,52375.4344474395,62888.29585676866,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Columbus,2,3,NO,1,3,YES,73870.56145518778,6114.674413898956,28381.54960140535,22553.05291734255,BMW,1999,0
1675,112,71,CA,500/1000,1000,996.8124534927824,0,FEMALE,PhD,Exec-managerial,Movies,other-relative,69263.28160990456,64218.60560347962,Vehicle Theft,Unknown,Minor Damage,None,VA,Northbrook,0,2,Unknown,3,0,NO,124681.2279083722,24950.650616246163,9230.155443718217,88698.63041503378,Audi,2013,1
1676,113,62,TX,500/1000,2000,923.7480899314469,0,MALE,Masters,Prof-specialty,Reading,wife,4393.740655519451,50495.51255923007,Multi-vehicle Collision,Front Collision,Major Damage,Police,PA,Columbus,16,3,Unknown,3,0,YES,20125.792135279058,9789.78194978501,258.0545529814604,38589.88872623747,Dodge,2016,0
1677,221,23,CA,500/1000,2000,1332.739594685232,0,FEMALE,JD,Exec-managerial,Movies,other-relative,36839.73702210215,14202.20441211537,Parked Car,Rear Collision,Minor Damage,None,WV,Springfield,21,2,YES,3,1,Unknown,110217.71588949792,12356.05938001515,9681.155671055938,37345.24308709135,Ford,2021,0
1678,165,34,NY,250/500,500,1595.6243975296034,0,FEMALE,JD,Craft-repair,Reading,husband,21081.69179536846,75175.33578912991,Multi-vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,0,3,NO,3,2,NO,141475.82268238626,23811.23498063979,11485.924079177148,41732.983476839756,Ford,2018,0
1679,434,62,IL,500/1000,500,1299.314652045121,0,FEMALE,PhD,Machine-op-inspct,Chess,unmarried,9932.613861162732,58178.58351234922,Parked Car,Side Collision,Total Loss,Ambulance,WV,Columbus,4,2,Unknown,1,3,YES,50116.55648853813,19067.29612123725,22831.00094170207,10542.224738047902,Saab,2022,0
