claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,destination_risk,trip_duration_days,incident_category,travel_insurance_type,booking_lead_time_days,total_claim_amount,fraud
1644,411,47,CA,100/300,500,1772.482743302351,0,FEMALE,JD,Adm-clerical,Camping,not-in-family,7455.8763788001415,49598.72764980481,A,B,B,C,A,9172.314951940829,0
1645,103,39,TX,500/1000,500,1964.912342036164,5000000,MALE,PhD,Exec-managerial,Movies,husband,91444.07589890301,41239.06931614151,A,A,C,B,A,8271.15439129086,0
1646,431,73,TX,250/500,2000,1600.8223496691917,0,FEMALE,JD,Adm-clerical,Camping,wife,7658.692313305149,27013.66449847934,C,C,A,C,A,1286.2423103613605,0
1647,250,45,IL,250/500,500,1680.489008796696,1000000,FEMALE,High School,Craft-repair,Exercise,not-in-family,49406.67613906179,12237.60872385783,C,B,C,C,C,8437.340081495639,0
1648,6,69,CA,250/500,1000,1338.0556026546378,0,FEMALE,College,Adm-clerical,Reading,own-child,99361.70993766165,60957.180359793616,B,B,C,B,B,5134.115951270389,0
1649,448,46,NY,100/300,2000,1147.8049731824913,0,MALE,Masters,Adm-clerical,Chess,unmarried,38428.16890876118,12785.506268979441,A,B,C,A,A,7430.211921004143,0
1650,94,65,CA,500/1000,1000,1077.2386005557405,0,MALE,Masters,Adm-clerical,Chess,wife,27166.116492462545,80888.05601259001,A,C,B,B,A,2212.9243291289113,0
1651,200,54,CA,500/1000,500,1204.3394214938169,2000000,MALE,High School,Craft-repair,Exercise,husband,90678.63724224926,1710.877495076868,A,B,B,C,B,9965.544950941196,0
1652,58,61,IL,250/500,1000,1658.418290698493,5000000,FEMALE,College,Prof-specialty,Movies,own-child,48328.18956574332,84631.81053386953,B,A,C,B,B,4592.956225503291,0
1653,83,30,IL,250/500,1000,1404.5376491789816,0,FEMALE,JD,Craft-repair,Reading,unmarried,75347.93909427298,24961.307473419147,A,B,A,B,C,7601.01654376725,0
1654,186,23,FL,100/300,500,871.3088836667459,0,FEMALE,JD,Adm-clerical,Exercise,other-relative,44560.57541750151,61380.74259835126,C,A,A,C,C,8551.146593242442,0
1655,357,46,NY,500/1000,2000,1593.416877057023,0,FEMALE,High School,Adm-clerical,Movies,not-in-family,48842.17630660254,60444.09410170601,A,B,A,C,C,2263.6651096084993,0
1656,14,32,IL,100/300,1000,1408.4669148797707,0,FEMALE,Masters,Prof-specialty,Camping,unmarried,87054.20629711128,31855.92042392671,C,C,A,A,C,6436.270040848798,1
1657,450,20,NY,250/500,500,1440.9527481959651,0,MALE,JD,Craft-repair,Camping,not-in-family,90584.53608965142,60177.08710600909,B,B,B,A,C,5357.296613225011,0
1658,424,20,IL,250/500,1000,1471.5124088991322,1000000,MALE,Masters,Craft-repair,Reading,not-in-family,23434.52128599446,47005.27430888093,A,A,B,B,A,257.63110993908373,0
1659,163,27,FL,250/500,2000,1024.6725959968905,5000000,MALE,High School,Craft-repair,Chess,not-in-family,56561.53401934523,67866.05227285366,B,B,C,B,B,3076.582419559734,0
1660,271,64,TX,250/500,500,662.5200795213897,0,FEMALE,Masters,Adm-clerical,Chess,husband,95413.27684442727,32970.2904327823,C,A,C,A,C,1261.2064587384634,0
1661,193,49,FL,250/500,500,1489.8787585468476,0,FEMALE,Masters,Exec-managerial,Reading,unmarried,93271.6485490906,40178.18862925405,A,C,C,C,C,4142.981164589856,0
1662,445,68,CA,100/300,2000,1417.15287698668,0,MALE,PhD,Adm-clerical,Exercise,not-in-family,89059.09277967975,74624.81192328884,B,B,A,B,B,2864.489626410475,0
1663,205,19,IL,500/1000,500,1478.1769398938932,0,MALE,PhD,Machine-op-inspct,Exercise,other-relative,88497.7071748365,6030.753860848448,A,C,C,C,A,9921.484444701482,1
1664,46,72,CA,100/300,500,1701.7981467866873,0,MALE,PhD,Prof-specialty,Reading,husband,94924.79182046502,95519.11268761815,B,B,B,A,A,9715.479870756437,1
1665,366,34,CA,100/300,2000,928.4370109461478,1000000,FEMALE,JD,Machine-op-inspct,Reading,not-in-family,87880.4902411285,36995.74585498593,A,B,C,B,C,6047.515808751706,1
1666,159,39,FL,100/300,2000,1789.733780337941,0,MALE,High School,Machine-op-inspct,Movies,unmarried,58361.067513222995,93307.50776964788,C,A,A,B,B,4272.450810269113,0
1667,97,71,TX,250/500,2000,1740.931266562165,0,FEMALE,High School,Exec-managerial,Reading,wife,90101.1672963601,31514.999859964755,C,B,A,C,A,8833.005486438555,0
1668,213,60,FL,250/500,1000,1866.3999270831184,0,MALE,Masters,Prof-specialty,Exercise,unmarried,48893.37254975457,80076.24736706844,B,C,C,C,C,5978.572401282499,0
1669,205,60,IL,250/500,2000,842.7330549585034,1000000,FEMALE,PhD,Prof-specialty,Camping,wife,11229.629637345673,14295.551539939555,C,A,C,B,B,2872.5818732592943,0
1670,123,63,TX,250/500,1000,1141.858278312167,0,FEMALE,JD,Machine-op-inspct,Chess,other-relative,34032.038401234255,75212.3889380507,A,B,C,A,B,8117.2871581320105,0
1671,83,59,CA,250/500,2000,1901.2261548306383,0,MALE,High School,Craft-repair,Reading,other-relative,25803.91576600175,55070.477632110706,A,C,B,A,C,3349.1932335635925,0
1672,209,55,CA,500/1000,500,1479.4972928079383,2000000,FEMALE,JD,Machine-op-inspct,Exercise,own-child,11361.084778822351,61436.399115947934,B,B,B,C,B,2915.0943185167985,0
1673,250,39,NY,250/500,2000,1467.5978714091646,2000000,MALE,High School,Exec-managerial,Movies,unmarried,64085.982490487746,83246.15483132626,A,C,A,A,A,8649.416622850415,1
1674,408,22,NY,250/500,500,568.1881183851984,1000000,FEMALE,High School,Exec-managerial,Exercise,other-relative,19620.11200688949,46060.544615843,B,C,A,A,A,2206.392455769039,0
1675,440,57,CA,100/300,2000,617.3123137414324,0,FEMALE,Masters,Prof-specialty,Camping,husband,18568.482289729014,70817.61135849085,A,B,C,A,A,2226.167141986439,0
1676,225,44,CA,250/500,2000,807.9710986841202,0,MALE,High School,Prof-specialty,Camping,wife,30421.368187764485,9248.92762378483,A,B,A,A,A,9049.66064547488,0
1677,380,22,TX,250/500,500,1081.841037724727,0,FEMALE,College,Exec-managerial,Movies,not-in-family,24274.29506888248,97126.6412742866,B,C,A,C,B,7454.657883674942,0
1678,150,50,NY,500/1000,2000,921.674651191297,2000000,MALE,College,Craft-repair,Movies,unmarried,55069.66914732327,51144.516643682735,A,B,B,C,C,1329.2596275130938,0
1679,69,50,FL,250/500,1000,1961.6604028745573,1000000,MALE,Masters,Exec-managerial,Chess,not-in-family,1559.9012263138977,83066.96183427394,B,A,A,C,A,337.6643951824239,0
1680,143,43,CA,100/300,500,891.5985625203903,2000000,MALE,JD,Exec-managerial,Exercise,wife,44186.50023763189,4200.439981501769,B,B,C,B,B,1920.8432229209855,0
1681,158,39,FL,250/500,500,1442.6779039482922,1000000,MALE,PhD,Craft-repair,Camping,other-relative,65866.16592386125,14141.18058245175,C,A,B,C,A,9956.625344095306,0
1682,428,34,TX,100/300,1000,1366.0721558455252,1000000,MALE,College,Exec-managerial,Chess,wife,18781.09004689732,65315.458951597895,C,C,C,C,C,9176.939681637155,0
1683,338,44,IL,250/500,1000,1568.6681394446848,1000000,FEMALE,Masters,Adm-clerical,Reading,wife,14989.058283240209,31292.994169974252,B,A,A,C,B,2405.366650702462,0
1684,425,19,CA,100/300,2000,661.76634225284,5000000,MALE,High School,Machine-op-inspct,Camping,wife,90582.30026537046,76199.24464759615,C,C,A,A,A,5736.753331423463,0
1685,31,63,TX,250/500,1000,1719.4270850796288,0,MALE,PhD,Craft-repair,Camping,wife,82006.09238023848,78760.98911961327,A,B,B,A,A,5770.7172302338095,0
1686,489,37,CA,250/500,1000,557.9826002822249,0,MALE,College,Exec-managerial,Reading,own-child,25555.213543155063,68607.80389458941,A,B,A,A,B,7730.459467453095,0
1687,420,54,TX,250/500,2000,1103.7809402472371,0,MALE,High School,Exec-managerial,Chess,unmarried,83492.75875536673,60493.57553665898,B,B,B,A,B,3433.225804634765,0
1688,173,56,IL,500/1000,1000,1191.0615130026172,0,MALE,High School,Exec-managerial,Movies,husband,88617.63723791103,61925.868058415275,A,A,C,A,A,781.2030398311297,0
1689,42,61,CA,500/1000,500,628.3532061163639,2000000,FEMALE,High School,Adm-clerical,Chess,husband,11464.021581160865,91249.42070018602,A,C,A,B,C,5097.061055313866,0
1690,212,64,CA,250/500,500,1557.1403490848954,0,FEMALE,PhD,Machine-op-inspct,Camping,unmarried,75233.87190008137,90392.35388058466,B,A,C,B,B,3211.7146864268025,0
1691,196,32,IL,100/300,500,1911.5149125916923,0,MALE,JD,Exec-managerial,Camping,other-relative,52341.17763104414,65090.97893826951,A,B,B,B,B,8017.020593744,0
1692,412,48,TX,250/500,500,1269.3037549636097,0,FEMALE,JD,Exec-managerial,Movies,wife,72725.16342485105,37199.10975550885,C,C,A,A,A,2743.5986270645444,0
1693,312,72,CA,500/1000,1000,799.732252232591,0,MALE,PhD,Machine-op-inspct,Reading,husband,71201.19736693506,16171.122850885167,B,C,B,A,C,4109.967512320218,1
1694,233,67,TX,500/1000,1000,812.2754104475894,5000000,FEMALE,College,Adm-clerical,Camping,other-relative,46248.96601540448,65069.58708941113,A,C,A,C,B,1837.964780377377,1
1695,154,45,IL,500/1000,500,653.7642187112053,0,MALE,High School,Craft-repair,Exercise,other-relative,1621.1663865802639,39758.56264567379,C,C,A,A,A,428.90788553304316,0
1696,274,58,IL,100/300,1000,1877.4310207390884,0,FEMALE,College,Exec-managerial,Camping,other-relative,66624.03124922786,43860.22474735344,B,A,A,B,A,678.7671710490014,0
1697,449,24,TX,250/500,2000,1746.303093767824,1000000,FEMALE,JD,Exec-managerial,Movies,unmarried,59196.62311432314,44658.79442914772,B,C,B,B,B,9155.190455926018,0
1698,216,56,TX,250/500,500,1866.3351772587046,0,FEMALE,PhD,Prof-specialty,Exercise,own-child,48755.80682442161,39824.33447778427,C,C,C,B,C,840.0580323822979,0
1699,145,62,TX,250/500,1000,1785.3984562439575,0,MALE,Masters,Adm-clerical,Camping,unmarried,69160.12521937973,83199.16462814996,C,A,A,B,B,4518.988985281809,0
1700,426,63,IL,500/1000,2000,1418.797950507037,1000000,FEMALE,JD,Exec-managerial,Exercise,not-in-family,56478.91019045109,10307.343456912755,A,A,C,A,C,4868.517958350515,0
1701,450,18,IL,500/1000,2000,1894.2253281484138,0,FEMALE,High School,Craft-repair,Camping,husband,35175.686283761366,49599.03333162009,A,A,C,A,A,7909.326320299528,0
1702,157,24,TX,250/500,2000,1614.747526717751,2000000,FEMALE,PhD,Prof-specialty,Chess,own-child,79430.92246534229,32838.27777334648,A,C,C,C,B,401.5659860334302,0
1703,183,24,TX,250/500,2000,1877.0893770911061,0,MALE,Masters,Adm-clerical,Movies,wife,74049.54685743671,77398.2367299007,A,A,B,A,C,5360.306757414782,0
1704,198,26,TX,250/500,1000,1107.852104216159,0,MALE,JD,Prof-specialty,Movies,unmarried,58356.4777090389,23258.581593081628,B,A,B,B,C,7604.063493077266,0
1705,257,73,CA,250/500,1000,1827.9338762083746,1000000,FEMALE,JD,Exec-managerial,Reading,wife,51585.0310455579,44916.42292125957,C,B,C,C,B,116.18537119240743,0
1706,150,28,IL,250/500,2000,1685.9794458783203,1000000,FEMALE,High School,Prof-specialty,Camping,not-in-family,64536.85314443479,77873.53222067226,B,A,B,B,C,2436.1930823366924,1
1707,480,74,CA,250/500,500,1816.3065260294513,0,MALE,College,Craft-repair,Movies,husband,61179.24462796773,40871.70603100284,A,A,B,C,A,2947.8309185460485,0
1708,100,61,IL,250/500,1000,1948.5039606163705,2000000,FEMALE,Masters,Machine-op-inspct,Chess,husband,20706.342028858082,30952.58049376912,C,B,B,B,A,5015.3603501198195,1
1709,289,70,FL,250/500,2000,1491.100117449795,0,FEMALE,High School,Adm-clerical,Camping,not-in-family,16230.085422395447,69852.95111679826,C,B,C,B,B,6152.167240263224,0
1710,251,40,CA,250/500,500,976.002001905345,0,FEMALE,PhD,Adm-clerical,Exercise,not-in-family,25443.840975922936,46978.6615087748,C,C,B,A,A,656.4393608980455,1
1711,32,69,TX,100/300,2000,533.9758327804657,0,FEMALE,JD,Craft-repair,Reading,wife,36007.92114006921,57509.43509432184,B,A,A,C,C,8375.470809862305,0
1712,54,55,IL,100/300,1000,1531.8606414675269,0,FEMALE,College,Prof-specialty,Chess,own-child,85909.46342980307,34227.311927092975,A,C,A,B,A,8216.61321554186,0
1713,219,35,FL,250/500,500,1597.1831719992645,2000000,FEMALE,College,Machine-op-inspct,Camping,wife,11057.975896114702,63362.683807725014,C,A,B,C,A,9206.297942512228,0
1714,461,66,TX,100/300,500,1525.620064842298,2000000,MALE,College,Exec-managerial,Exercise,husband,67008.03735245447,66535.12362006148,C,C,A,A,C,8497.383178649314,0
1715,54,33,IL,500/1000,500,1493.8541199392816,0,FEMALE,Masters,Prof-specialty,Camping,own-child,11422.012597197485,44094.2199516436,C,B,B,C,B,1313.0841562486362,0
1716,208,63,NY,500/1000,1000,594.0378546422343,0,FEMALE,High School,Adm-clerical,Exercise,husband,37369.196034835106,17898.38287462393,B,B,C,B,C,5793.824237221378,0
1717,458,22,NY,100/300,1000,1760.1926409082405,1000000,MALE,PhD,Adm-clerical,Camping,other-relative,39745.79923042659,27963.56207432046,A,A,A,A,C,669.3849358597939,0
1718,427,63,FL,250/500,2000,1961.915486767842,0,MALE,High School,Adm-clerical,Camping,husband,71660.61616522231,33388.63829307465,A,B,B,B,A,8045.438687389325,0
1719,122,42,CA,250/500,2000,1230.7128890979511,0,FEMALE,JD,Adm-clerical,Camping,wife,89108.99613353756,47700.332840803174,C,B,A,A,A,9762.512150368288,0
1720,479,69,FL,100/300,2000,1040.282575129761,0,FEMALE,College,Machine-op-inspct,Exercise,wife,63920.01903720711,93181.04348831596,A,C,C,B,C,1740.2644556218997,0
1721,422,22,TX,500/1000,1000,1695.591657002717,1000000,MALE,JD,Adm-clerical,Reading,other-relative,90398.9979748256,2576.676921508314,C,C,A,B,A,6258.8543988257825,0
1722,274,47,CA,500/1000,1000,1117.9217082359592,0,FEMALE,College,Machine-op-inspct,Camping,husband,37795.811418044956,20106.284785369022,B,A,B,C,A,7331.17606408345,0
1723,114,67,FL,100/300,1000,572.1669620090287,0,MALE,College,Adm-clerical,Exercise,wife,75588.68559021348,1166.1902227510623,A,B,B,C,C,1626.0335347491907,1
1724,258,60,FL,100/300,500,1258.0989503090145,2000000,MALE,High School,Craft-repair,Reading,husband,57392.090720774046,62859.74198444577,A,C,C,A,A,2247.343574446098,0
1725,273,73,NY,250/500,500,1352.034747320869,0,FEMALE,High School,Exec-managerial,Chess,not-in-family,76211.25275355681,23480.18192713658,C,A,B,C,B,3794.1090845212184,0
1726,241,42,TX,100/300,2000,1988.3322497929448,0,FEMALE,JD,Craft-repair,Camping,not-in-family,67999.6238073479,99424.70744830181,A,B,B,C,A,1925.0389610793943,0
1727,380,68,CA,100/300,1000,1163.482918212464,1000000,MALE,Masters,Adm-clerical,Movies,husband,35056.00301515994,19719.54659246241,A,A,A,B,C,3284.0789315646484,1
1728,498,21,NY,500/1000,1000,1067.471287440562,0,FEMALE,College,Machine-op-inspct,Exercise,not-in-family,54714.47996143353,45148.12314702781,B,A,A,B,C,9997.679866343151,0
1729,76,36,NY,250/500,1000,1751.8039681281493,0,FEMALE,Masters,Prof-specialty,Chess,unmarried,97780.2212564902,30754.44365287903,C,A,C,C,C,9401.835185084301,0
1730,452,49,IL,100/300,1000,504.1960461808366,1000000,MALE,JD,Machine-op-inspct,Chess,other-relative,65153.78469720067,26518.789202759242,A,C,B,C,B,138.50893367688997,0
1731,459,29,TX,250/500,500,1215.9111658388833,0,MALE,JD,Exec-managerial,Movies,wife,68952.33087565232,95617.6458259274,A,A,A,C,B,7789.9727864865845,0
1732,432,24,NY,100/300,500,1481.6904779112294,0,MALE,High School,Machine-op-inspct,Exercise,own-child,22538.934760187345,87898.37078209677,C,B,C,B,A,6008.799215945329,0
1733,150,53,IL,100/300,2000,1691.1388944659043,0,FEMALE,JD,Prof-specialty,Reading,husband,55725.17225713272,775.1371772480975,B,B,A,C,A,7909.111390897971,0
1734,466,23,TX,250/500,2000,948.551812756667,0,MALE,High School,Prof-specialty,Movies,unmarried,26071.54626335495,36142.21300599605,C,B,B,C,B,4906.950870161987,0
1735,81,61,TX,100/300,1000,1135.6415122033377,0,MALE,PhD,Exec-managerial,Movies,other-relative,75418.89761673269,65774.39575437369,B,B,C,A,B,4154.413856877145,0
1736,147,34,CA,250/500,2000,569.5837245694705,1000000,MALE,Masters,Exec-managerial,Chess,unmarried,73539.53140839118,47453.77263684422,A,A,C,A,B,148.41746187939137,0
1737,141,31,TX,100/300,1000,833.8899851478595,0,MALE,College,Prof-specialty,Movies,other-relative,78728.02353432901,98445.37357967239,A,A,A,B,A,3751.839576155211,0
1738,422,19,FL,500/1000,1000,1771.9377370397547,1000000,FEMALE,High School,Exec-managerial,Camping,other-relative,218.82823552192843,71571.56477937971,C,C,C,C,B,7090.352437925414,0
1739,285,29,TX,500/1000,1000,1534.1991872185781,0,MALE,Masters,Exec-managerial,Exercise,unmarried,68193.79179576773,60891.87596392879,B,C,A,A,B,8087.284608765023,0
1740,191,72,NY,100/300,2000,1663.3123822237585,0,MALE,PhD,Adm-clerical,Movies,unmarried,17796.996846542603,39477.41762640293,C,C,C,B,B,1286.7245902143147,0
1741,61,74,FL,250/500,500,740.5748434137217,0,MALE,JD,Prof-specialty,Reading,not-in-family,1230.577134222255,16984.179503977048,C,B,B,B,B,828.97257373026,1
1742,406,28,NY,500/1000,2000,817.988678401111,0,FEMALE,Masters,Adm-clerical,Camping,wife,81279.09444746963,71003.54389144527,A,B,B,B,B,8235.944090697092,0
1743,271,65,NY,500/1000,1000,1070.3310442533557,0,FEMALE,College,Prof-specialty,Exercise,husband,87683.64656613216,3683.9051168717106,A,B,C,A,A,3243.216739721002,1
1744,121,50,NY,250/500,2000,1798.4031175937644,0,MALE,PhD,Adm-clerical,Exercise,own-child,85593.69242575174,92760.92005386425,C,A,C,C,B,8427.455750625155,0
1745,60,19,IL,500/1000,2000,1486.813482223822,0,MALE,PhD,Exec-managerial,Reading,wife,392.84735858078346,38369.60693952798,A,A,C,B,A,9872.974273290953,0
1746,64,41,CA,250/500,2000,987.2533856449234,0,MALE,JD,Machine-op-inspct,Reading,wife,2900.4262633130606,55186.521894889585,C,A,A,C,B,1675.3697186810605,0
1747,204,33,IL,100/300,500,530.7200073899221,2000000,FEMALE,JD,Exec-managerial,Camping,unmarried,74612.99420891299,40514.68201647689,A,C,B,B,A,2808.0881896667975,0
1748,158,72,NY,500/1000,500,1576.9598139449022,2000000,MALE,High School,Prof-specialty,Camping,other-relative,88650.14293700647,36501.57856328296,C,A,B,C,B,7648.122604615689,0
1749,452,20,TX,250/500,500,606.8611433330403,0,MALE,PhD,Craft-repair,Reading,other-relative,6544.61038848162,98291.1615361295,B,C,C,C,C,3693.704083490598,0
1750,48,57,TX,250/500,500,714.9235011275348,0,MALE,JD,Machine-op-inspct,Camping,own-child,72224.93269508488,56272.732891797474,B,C,C,A,B,465.0096225009941,0
1751,426,57,NY,250/500,500,1766.9723482104089,0,FEMALE,Masters,Exec-managerial,Movies,not-in-family,58521.6597185348,88089.31670041551,A,C,B,B,C,5052.317375318036,0
1752,372,62,TX,250/500,2000,609.626704705283,0,MALE,JD,Craft-repair,Reading,husband,41869.23310696402,19468.924337414406,A,A,A,A,C,3739.3969651845064,1
1753,330,26,IL,250/500,2000,887.0311511671451,0,FEMALE,PhD,Exec-managerial,Chess,not-in-family,72164.55843106408,54208.92229186201,B,C,B,B,A,1349.4778465692998,0
1754,206,22,TX,500/1000,2000,691.6853944126403,0,FEMALE,High School,Machine-op-inspct,Movies,wife,85041.23280261546,48578.86387920427,C,C,C,C,C,1783.5041574598004,0
1755,243,60,CA,250/500,2000,1122.7033251058638,0,FEMALE,JD,Adm-clerical,Movies,own-child,77234.41623625318,39017.94569318384,C,B,B,C,C,3266.425721439295,0
1756,498,18,NY,500/1000,2000,1379.1327949505649,1000000,MALE,Masters,Adm-clerical,Movies,other-relative,60110.40103070573,49106.13624343977,A,C,C,A,A,8209.48421055298,1
1757,187,33,FL,500/1000,2000,825.5397945783739,0,FEMALE,College,Craft-repair,Movies,not-in-family,16354.096940969232,24175.540393560736,A,C,B,A,C,1605.6621440626925,0
1758,429,42,CA,500/1000,1000,1658.0242216791246,2000000,MALE,College,Prof-specialty,Exercise,wife,9667.458592288358,79324.30539001407,B,B,C,A,C,5007.568447640667,1
1759,270,42,TX,100/300,500,609.9598685646959,0,FEMALE,Masters,Prof-specialty,Movies,unmarried,33762.19158788847,60742.775452401496,C,B,B,C,C,5396.076655161151,0
1760,304,36,NY,100/300,1000,1519.5329927608868,0,FEMALE,JD,Machine-op-inspct,Reading,not-in-family,34641.39795197969,11876.874753919232,C,B,C,B,B,1065.1057443137322,1
1761,478,63,FL,100/300,1000,1342.3699317709259,1000000,MALE,JD,Exec-managerial,Reading,wife,46010.50948223948,48421.553928418245,C,B,A,B,C,5554.179800223347,1
1762,308,35,CA,500/1000,500,846.9225662410992,1000000,FEMALE,College,Adm-clerical,Movies,not-in-family,31045.618185372037,94338.37954266142,B,B,A,C,A,5170.971429878581,0
1763,4,44,TX,100/300,500,652.958914162588,0,FEMALE,High School,Craft-repair,Exercise,wife,45046.47267007886,93995.31064938784,B,A,C,C,B,6943.591172188752,0
1764,390,73,TX,250/500,1000,1902.7826612031645,0,MALE,College,Machine-op-inspct,Movies,husband,99543.37753842765,98982.74491760865,C,B,A,C,C,8001.185281219577,0
1765,20,70,NY,250/500,1000,1966.3021233845145,0,FEMALE,Masters,Adm-clerical,Movies,own-child,39500.7187141971,22134.737788514336,A,A,B,B,B,8394.061202573695,0
1766,43,26,TX,250/500,1000,1320.0671589713797,0,FEMALE,High School,Exec-managerial,Exercise,husband,34904.38683869214,80344.39637351393,B,B,C,C,B,5232.225226288991,1
1767,215,55,NY,100/300,2000,990.4775501683714,5000000,FEMALE,Masters,Exec-managerial,Movies,unmarried,46907.05234611366,59261.28561645626,B,A,A,A,A,5636.960383881434,0
1768,126,38,FL,100/300,1000,771.9812750196679,5000000,MALE,College,Prof-specialty,Chess,husband,71394.85997871838,77106.14832901148,B,C,C,B,B,6380.634489991878,0
1769,448,22,IL,500/1000,500,872.0556314445308,1000000,MALE,College,Craft-repair,Reading,husband,86904.01657051679,64830.349985215595,A,B,C,C,B,9730.291120819946,0
1770,445,65,NY,250/500,500,1771.2128976205615,1000000,MALE,High School,Prof-specialty,Exercise,unmarried,36772.0507939079,23837.16238513276,C,A,B,B,A,827.6884087739483,0
1771,430,47,CA,250/500,500,729.0108381366161,0,MALE,JD,Exec-managerial,Exercise,not-in-family,75878.08070511054,9293.348205448392,A,B,A,C,C,5601.391668703809,1
1772,156,25,IL,100/300,1000,1156.6120729528882,0,FEMALE,JD,Craft-repair,Reading,not-in-family,4416.333278420015,48850.11004913665,C,C,A,A,A,381.0874657402542,0
1773,62,45,IL,250/500,1000,1931.3512743088656,0,MALE,College,Craft-repair,Camping,wife,59165.60416108879,38677.413265800176,B,C,C,C,C,7333.2691366884865,0
1774,112,34,CA,250/500,1000,1988.2241518883793,5000000,FEMALE,JD,Machine-op-inspct,Chess,not-in-family,84605.05083529622,41302.36504419276,C,B,C,C,B,7953.40978694219,0
1775,151,54,IL,500/1000,500,933.3118965958174,0,FEMALE,Masters,Adm-clerical,Camping,own-child,18082.442738460526,57956.10967814071,B,A,C,A,C,290.76076907942047,0
1776,431,69,IL,250/500,2000,1224.4410889571516,0,MALE,Masters,Adm-clerical,Camping,other-relative,60177.31392909489,76889.9694751347,A,B,B,A,B,8408.523041427225,0
1777,132,38,CA,100/300,2000,710.6022357962023,0,MALE,JD,Exec-managerial,Movies,not-in-family,96102.4264027554,72650.24146845244,C,B,A,C,A,4079.375706679658,0
1778,342,35,CA,100/300,2000,953.6397327600954,1000000,FEMALE,High School,Craft-repair,Reading,own-child,14101.928560084863,47706.72539936101,A,A,C,B,A,3029.170006441305,1
1779,149,70,NY,100/300,500,605.7204746756418,5000000,FEMALE,Masters,Adm-clerical,Movies,wife,86684.13964432395,53164.09700485728,B,C,B,B,C,1351.0086135642373,0
1780,121,27,NY,250/500,1000,1542.9530880651146,0,MALE,Masters,Adm-clerical,Chess,own-child,73314.38961017899,58235.6255872614,A,A,C,B,B,1170.7352254107411,0
1781,256,23,NY,500/1000,2000,561.9532641071129,0,MALE,Masters,Craft-repair,Movies,other-relative,32076.11863096219,75792.03530445146,B,A,A,A,A,3543.576300845194,0
1782,283,61,IL,250/500,500,667.5062908299836,0,MALE,Masters,Exec-managerial,Reading,husband,81842.51109414139,88074.37473257419,B,C,A,A,A,4019.7687543280017,0
1783,229,54,NY,250/500,2000,1378.078574571847,5000000,FEMALE,College,Exec-managerial,Exercise,unmarried,70622.39456544182,52670.273744777885,C,B,A,C,A,9854.701564908419,0
1784,197,40,IL,100/300,1000,1300.739438742702,1000000,MALE,Masters,Machine-op-inspct,Movies,unmarried,72236.02996833427,86319.4934111527,A,C,A,B,C,9266.684739149498,0
1785,223,35,IL,100/300,2000,1654.5949393676906,0,MALE,High School,Prof-specialty,Reading,other-relative,85429.64612176818,93395.28807531235,C,B,A,C,B,9453.804783238891,0
1786,204,74,IL,100/300,2000,664.6970368265231,0,FEMALE,PhD,Adm-clerical,Exercise,own-child,31936.65240780714,19894.479377273277,C,B,C,B,A,3293.834689857014,1
1787,384,62,CA,250/500,1000,1236.023255525216,0,MALE,Masters,Exec-managerial,Exercise,unmarried,90819.67586883929,46586.563750575064,C,A,A,A,A,2260.47870682445,0
1788,365,31,FL,100/300,500,1807.3367075529125,0,MALE,High School,Prof-specialty,Exercise,not-in-family,21094.94871779326,33002.937997029556,A,B,A,C,C,1169.0721453789752,1
1789,249,49,FL,100/300,500,1254.2056678010586,0,FEMALE,Masters,Prof-specialty,Exercise,husband,28398.90621517367,14119.574403296276,B,C,A,B,C,4219.171628517234,1
1790,333,70,TX,100/300,2000,1981.3073811797856,1000000,FEMALE,High School,Craft-repair,Reading,own-child,37651.36205433644,26418.328768586918,A,A,C,B,B,3593.5016476417522,0
1791,36,37,IL,500/1000,1000,1498.9906272790695,0,FEMALE,PhD,Exec-managerial,Reading,husband,69522.66653145006,41152.32066797593,C,B,A,A,B,3171.5739405822046,0
1792,165,71,IL,250/500,500,830.1531831727157,1000000,MALE,High School,Exec-managerial,Chess,other-relative,7472.848067311888,51994.77625433533,B,C,A,B,B,769.9206632218427,0
1793,392,54,NY,100/300,2000,781.3680649712874,0,FEMALE,JD,Adm-clerical,Movies,own-child,25182.774561896636,51362.06315247687,A,B,B,B,A,3778.4144926246313,0
1794,33,74,IL,250/500,1000,1245.2723688286887,0,FEMALE,Masters,Machine-op-inspct,Movies,unmarried,42648.127860776105,32892.83605779808,C,C,C,C,C,8432.320867782695,0
1795,426,22,NY,500/1000,1000,1231.1700512294867,0,FEMALE,JD,Craft-repair,Exercise,other-relative,35343.99160067351,95258.18667188525,A,C,C,A,B,6374.732777272165,0
1796,315,42,NY,500/1000,1000,1753.8632211070624,1000000,MALE,Masters,Adm-clerical,Movies,not-in-family,95080.46670981051,5234.547671330892,C,A,B,B,A,8642.389411204442,1
1797,467,52,FL,250/500,2000,630.1865911623155,0,FEMALE,Masters,Adm-clerical,Reading,not-in-family,15923.797685460484,76456.7513225439,A,C,A,C,A,668.1889378292504,0
1798,372,39,IL,500/1000,1000,1440.4454689067352,0,MALE,JD,Exec-managerial,Camping,own-child,5734.412306604175,92107.51045860817,B,B,A,C,A,2583.127577837628,0
