claim_id,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
819,66,CA,500,1029.5755874004535,1000000,MALE,Masters,Exec-managerial,wife,17234.92141449633,1616.1632663045157,Vehicle Theft,Unknown,Total Loss,Fire,14,1,NO,1,0,Unknown,73966.28296947414,1911.0930745297894,10265.189480605204,38024.06280519285,Ford,2013,1
820,31,TX,1000,1841.141453799876,1000000,MALE,High School,Other-service,own-child,75233.5177977885,26009.146786619687,Single Vehicle Collision,Rear Collision,Total Loss,Fire,18,3,Unknown,2,0,Unknown,79618.24614518548,26274.595261545783,29679.4855052763,34463.003820836355,Toyota,2017,0
821,32,CA,2000,1919.6847697256082,2000000,FEMALE,College,Other-service,own-child,91159.12278061266,28356.43537661865,Vehicle Theft,Rear Collision,Minor Damage,Fire,7,1,NO,2,2,NO,41232.626129352604,24759.454290910293,5895.308664237563,6644.833185800381,Dodge,1997,0
822,48,FL,1000,1838.8373412297117,0,MALE,College,Priv-house-serv,other-relative,55412.61633582743,28057.557333597804,Single Vehicle Collision,Front Collision,Minor Damage,Police,22,1,Unknown,0,0,NO,39894.57801377609,10391.541511115689,17601.872352440656,7309.5204485068825,BMW,2016,0
823,18,IL,1000,1129.1719909359704,5000000,MALE,PhD,Handlers-cleaners,unmarried,52714.72942991805,23764.853691162785,Multi-vehicle Collision,Unknown,Total Loss,Fire,14,4,NO,2,2,YES,95446.58464963587,17004.573701568937,25288.219196317845,20741.32764227665,Ford,2012,1
824,70,NY,1000,1670.5482545103225,2000000,MALE,JD,Exec-managerial,unmarried,76396.31963256179,39530.14823848777,Parked Car,Side Collision,Minor Damage,Police,6,4,YES,0,2,YES,91709.79184549258,27966.830945533897,17596.75682242062,31028.81478814814,Toyota,2000,0
825,71,NY,1000,1214.503599951648,5000000,FEMALE,College,Adm-clerical,unmarried,507.88129757272094,6677.154475277558,Vehicle Theft,Side Collision,Total Loss,None,14,1,YES,0,3,NO,23709.9572407458,8149.1039223629,11168.107743800318,9153.633758867414,Dodge,2000,0
826,71,TX,2000,1246.3097782191533,0,FEMALE,High School,Exec-managerial,wife,91775.86426351606,15528.850777539366,Single Vehicle Collision,Unknown,Total Loss,Fire,7,2,Unknown,1,2,Unknown,78190.36095110582,22273.6580308456,2406.856881531172,2908.3829226015077,Mercedes,2018,1
827,20,CA,2000,807.020163585926,2000000,FEMALE,High School,Adm-clerical,other-relative,19744.88170911317,30786.302672258636,Multi-vehicle Collision,Unknown,Major Damage,Fire,22,2,YES,0,0,Unknown,62458.68942517754,2481.9542196301545,10849.947076082848,22048.603925013296,Chevrolet,1999,0
828,33,TX,2000,1386.6954548877748,5000000,MALE,JD,Adm-clerical,other-relative,98411.88838262373,34547.568313397795,Vehicle Theft,Rear Collision,Total Loss,Ambulance,9,2,Unknown,1,3,NO,15845.16254240417,15701.164424129132,5462.025347228688,27818.086007029393,Dodge,1995,1
829,40,IL,500,779.2038466300219,5000000,FEMALE,JD,Protective-serv,unmarried,73625.39479604622,20207.421588852812,Vehicle Theft,Front Collision,Minor Damage,None,17,3,Unknown,0,0,Unknown,35998.71918511276,26519.07388341893,28825.8844884594,10152.436906062321,Chevrolet,2002,0
830,74,TX,2000,997.3470486007907,1000000,MALE,PhD,Adm-clerical,unmarried,77425.1147700671,43768.56316636166,Vehicle Theft,Front Collision,Total Loss,Fire,3,1,Unknown,2,2,NO,18158.557660094506,16551.278524472204,21450.955246748592,29720.827616150207,Toyota,2022,0
831,28,NY,1000,1782.5453024299027,1000000,MALE,Masters,Adm-clerical,husband,65620.29803736066,20774.669834795717,Parked Car,Front Collision,Minor Damage,Police,14,4,NO,2,2,YES,29868.02586277294,18487.58480511304,22481.494630795867,38050.429505312044,Ford,2019,0
832,29,NY,2000,810.6137138162828,1000000,MALE,High School,Priv-house-serv,husband,47166.31827851603,20138.806717416657,Single Vehicle Collision,Unknown,Trivial Damage,None,10,3,Unknown,2,1,Unknown,61722.46698944849,27229.17879928632,13079.077980011343,5914.440486076178,Chevrolet,1995,0
833,27,FL,1000,606.7374277601492,2000000,FEMALE,JD,Other-service,own-child,57162.76933611655,1810.363074369248,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,3,YES,0,2,Unknown,37838.91436882225,21460.819201494083,3298.944843951185,20685.648079693463,BMW,2015,0
834,49,FL,500,603.5113889192245,0,FEMALE,High School,Exec-managerial,own-child,4640.288601512566,27557.06680973669,Vehicle Theft,Rear Collision,Total Loss,None,2,4,NO,0,3,YES,39708.92222366779,20876.090406727966,8001.494585019631,2745.257051922513,Toyota,2022,0
835,33,IL,1000,1911.1767807546619,0,FEMALE,JD,Exec-managerial,other-relative,62395.95094320143,35434.04192559526,Vehicle Theft,Unknown,Minor Damage,Police,14,1,YES,1,2,YES,54194.90561541038,17591.520662786952,7791.333121989904,8663.109785613266,Ford,2000,0
836,25,CA,1000,1260.380656942752,1000000,FEMALE,College,Adm-clerical,other-relative,62609.810198704676,5721.908175842405,Vehicle Theft,Unknown,Major Damage,Ambulance,2,3,Unknown,1,1,Unknown,9178.801814751414,18989.65842577255,14603.38052404631,4047.8644617123946,Toyota,2014,0
837,55,TX,1000,1114.1181077255274,1000000,MALE,High School,Handlers-cleaners,wife,89120.07974018094,15271.638304393542,Multi-vehicle Collision,Front Collision,Major Damage,Police,14,1,Unknown,1,2,Unknown,74010.33034001678,24111.162720498516,13829.393600800715,16458.261611668,Dodge,2008,0
838,29,IL,500,1716.3178715118777,1000000,FEMALE,College,Exec-managerial,wife,50565.63574302194,39062.84768914261,Vehicle Theft,Side Collision,Major Damage,None,5,1,YES,1,2,NO,40470.098574627336,29376.99249891733,13002.24652115521,32922.85571980293,Toyota,2005,0
839,41,FL,2000,1753.7388918657741,5000000,MALE,High School,Adm-clerical,husband,7714.437408606101,18295.97177067877,Parked Car,Side Collision,Major Damage,Ambulance,0,1,NO,0,2,NO,48299.51027613086,23859.760620245637,14879.32400078223,23296.652795610364,Dodge,1996,0
840,45,TX,2000,998.2865496734069,1000000,FEMALE,Masters,Protective-serv,own-child,30619.59204820812,12080.123102001993,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,4,YES,0,1,Unknown,97442.82302103585,21226.104948809887,29610.69245944425,9292.101068034515,BMW,2015,1
841,70,FL,500,1540.4270862106928,5000000,FEMALE,PhD,Protective-serv,husband,65562.94121143175,33610.03317825561,Parked Car,Front Collision,Minor Damage,None,15,1,Unknown,1,0,NO,34764.50538766627,4066.3465083454453,8950.6089195865,2084.3705602810624,Volkswagen,1998,0
842,25,TX,1000,1656.6842237778299,0,FEMALE,College,Protective-serv,husband,23925.88627514639,9837.938883582781,Vehicle Theft,Front Collision,Total Loss,Police,0,3,NO,0,2,YES,64997.78412940558,24512.411623250795,18458.074810307626,22359.228713826742,BMW,2007,0
843,45,CA,2000,1481.9760302989316,2000000,MALE,JD,Adm-clerical,own-child,28052.782185540094,44782.64597915884,Multi-vehicle Collision,Unknown,Total Loss,Fire,20,4,Unknown,0,3,NO,39554.17957093316,22079.83102196109,7185.232321209145,5745.470242127554,Dodge,2001,1
844,53,IL,500,727.3926122001491,2000000,MALE,Masters,Priv-house-serv,wife,82046.90163608534,5279.919801307048,Vehicle Theft,Unknown,Total Loss,None,16,4,Unknown,0,1,NO,89481.13050902597,23112.965862037017,13998.187977785461,14037.994080868411,Ford,2000,1
845,43,TX,2000,1813.8246252755855,2000000,MALE,High School,Handlers-cleaners,own-child,58431.9731762709,35327.49011414135,Vehicle Theft,Front Collision,Total Loss,Ambulance,7,3,YES,0,3,Unknown,84752.24856600643,6932.894347299358,6001.476994391247,20652.594227087437,Audi,1997,1
846,25,NY,500,1308.6418291040131,2000000,MALE,College,Adm-clerical,unmarried,50852.74317735725,24977.43506431876,Vehicle Theft,Unknown,Minor Damage,Ambulance,17,4,Unknown,1,2,NO,24541.61504035724,27103.31089622783,16745.76705899273,36197.4351596046,Volkswagen,2003,0
847,67,NY,1000,923.7086395550056,5000000,MALE,High School,Priv-house-serv,unmarried,31845.196680580433,43496.47811984968,Vehicle Theft,Front Collision,Total Loss,Fire,15,3,YES,1,1,Unknown,69328.6984047846,2918.4410504058656,7950.353594510026,3732.0214200043206,BMW,2008,0
848,45,TX,2000,1137.842278156541,5000000,FEMALE,High School,Priv-house-serv,unmarried,73092.80359330334,6309.75455131183,Vehicle Theft,Rear Collision,Total Loss,Police,5,2,NO,0,2,Unknown,6984.613591772098,7608.361670758397,1103.6675015649232,26909.999894539807,Audi,2014,0
849,45,TX,500,556.3566355983611,1000000,MALE,High School,Exec-managerial,other-relative,28771.843449002932,33894.745924804396,Single Vehicle Collision,Unknown,Minor Damage,Police,9,3,Unknown,2,3,Unknown,96336.94625822407,19890.70314973205,24458.132744184597,1056.2107774427018,Mercedes,2005,0
850,54,TX,2000,691.8002018336264,5000000,MALE,PhD,Adm-clerical,wife,73706.35176441752,28602.73195906907,Parked Car,Front Collision,Total Loss,Ambulance,9,4,Unknown,1,1,YES,35224.51574740867,20211.433914930454,3847.6533636125255,25381.387818231688,Audi,1999,0
851,58,NY,2000,1648.3201257737912,1000000,MALE,PhD,Adm-clerical,wife,7010.1480267442,24004.50711200232,Multi-vehicle Collision,Unknown,Major Damage,Police,4,3,NO,1,0,NO,83268.35587218431,9399.736989024745,11041.16397350717,22285.53332855845,BMW,2008,1
852,53,NY,2000,500.01745213304923,1000000,MALE,JD,Priv-house-serv,other-relative,86454.13415820836,24570.36317163342,Vehicle Theft,Rear Collision,Major Damage,None,11,2,YES,2,0,NO,32183.92092469234,21045.593313354442,14315.328273336087,32568.731493557676,Audi,2013,0
853,44,TX,2000,1124.8487427234381,2000000,FEMALE,College,Priv-house-serv,husband,49956.64633759328,36098.84808992654,Multi-vehicle Collision,Unknown,Total Loss,None,19,1,Unknown,1,0,NO,63460.68874908877,11637.916129646163,12974.400012657821,21500.667678146932,Chevrolet,2002,0
854,71,FL,500,1283.7652716283828,5000000,MALE,Masters,Priv-house-serv,unmarried,43850.801669897,46887.08274674111,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,16,1,NO,2,2,Unknown,98367.28380244102,5.265475737699088,21769.97291070027,14428.35568918243,Ford,2021,0
855,34,FL,1000,581.9516300014584,5000000,FEMALE,Masters,Exec-managerial,unmarried,61102.34115419245,4562.5829559524045,Parked Car,Unknown,Minor Damage,None,13,1,Unknown,2,1,YES,87736.6113815972,4878.183968621505,17903.29787792833,10088.65941746495,Mercedes,2001,0
856,26,CA,500,1959.6172444584993,1000000,FEMALE,Masters,Adm-clerical,husband,62419.20728962704,975.1323805260115,Vehicle Theft,Unknown,Total Loss,Ambulance,13,4,YES,0,3,Unknown,16456.408035538287,26478.548256545233,8861.135481224579,3867.364800391884,Dodge,2021,0
857,50,IL,500,839.1879968745079,1000000,FEMALE,High School,Priv-house-serv,own-child,13203.517688999555,40285.239624060174,Single Vehicle Collision,Front Collision,Total Loss,Police,2,2,YES,1,3,NO,54975.09909837239,6680.820351882565,1551.0899952201053,21617.200634709032,Saab,2021,0
858,70,FL,500,956.2980794544213,0,MALE,PhD,Protective-serv,own-child,75623.35898162132,5408.4693775379665,Single Vehicle Collision,Side Collision,Total Loss,Police,11,3,YES,2,2,Unknown,35178.91232041167,3387.3101657662774,23027.85354759529,35588.716102618455,Chevrolet,2001,0
859,37,NY,1000,955.913768382541,0,FEMALE,College,Adm-clerical,wife,27592.82979500629,49334.83980402119,Parked Car,Unknown,Major Damage,Police,19,3,YES,0,2,Unknown,43716.715739005034,20466.018177995837,10575.813800352651,20832.407511249734,Mercedes,2018,0
860,30,FL,2000,845.6249931760249,1000000,MALE,High School,Exec-managerial,other-relative,90496.1880169914,30967.41244794186,Vehicle Theft,Unknown,Total Loss,Fire,17,3,NO,1,3,NO,33850.721357267474,13221.193272292083,26691.742229999076,29694.562869902747,Mercedes,2017,0
861,45,CA,2000,502.21073312946714,0,MALE,PhD,Protective-serv,wife,81785.06634148325,32543.319762707033,Parked Car,Rear Collision,Minor Damage,Ambulance,11,3,Unknown,0,1,Unknown,33927.94519545356,23897.72809192933,11851.703208097513,12288.180059594237,Saab,1997,0
862,65,CA,2000,1594.0171911319944,0,MALE,PhD,Other-service,own-child,34626.60415347485,9944.58514690087,Parked Car,Side Collision,Minor Damage,None,1,4,NO,0,2,Unknown,54484.04775577284,25843.348036973646,21529.758184131217,18201.168965053326,Mercedes,1997,0
863,46,IL,1000,1950.268249698928,1000000,MALE,College,Adm-clerical,husband,80773.92932007145,12015.615514833722,Multi-vehicle Collision,Rear Collision,Total Loss,Police,1,4,YES,2,1,YES,19600.418907753683,25379.666321616944,28186.941097040377,13321.826536114291,Chevrolet,2012,1
864,30,FL,2000,836.4402249275677,1000000,MALE,College,Other-service,wife,35639.04992999042,32967.51515496251,Multi-vehicle Collision,Front Collision,Total Loss,Fire,16,2,YES,1,3,Unknown,53970.84481071979,9390.276575906799,19534.573519064394,4816.011398518447,BMW,2007,1
865,63,NY,1000,1494.5707877051336,5000000,FEMALE,College,Priv-house-serv,unmarried,10094.768163604062,45486.34189670985,Parked Car,Front Collision,Major Damage,None,9,3,YES,0,1,YES,28257.06100123094,15166.378139044924,12404.667401925144,16971.049829698444,Toyota,1995,0
866,52,NY,2000,1612.8444904380726,1000000,FEMALE,High School,Exec-managerial,unmarried,96188.82387257079,49119.52772587833,Multi-vehicle Collision,Rear Collision,Total Loss,None,17,1,YES,2,0,NO,29253.798972059063,19504.252039408922,17021.978063578284,30689.345657570047,Toyota,1999,0
867,23,TX,2000,1772.638068635787,1000000,MALE,JD,Priv-house-serv,husband,65260.201521544004,9901.547331554682,Single Vehicle Collision,Unknown,Total Loss,None,21,4,Unknown,2,3,YES,74005.42888904446,9659.492618523718,16303.35565625678,16101.51248200843,Toyota,2022,1
868,35,NY,500,1133.9437955204137,2000000,FEMALE,College,Exec-managerial,own-child,45609.95266625917,6705.981135489508,Parked Car,Side Collision,Total Loss,Police,18,2,YES,0,0,Unknown,3444.563554213611,1232.9794605905442,17544.601099600884,26182.079277621557,Chevrolet,1998,0
869,68,IL,1000,954.3963584606438,5000000,MALE,JD,Handlers-cleaners,unmarried,39777.335153103966,2820.0678880395235,Vehicle Theft,Rear Collision,Total Loss,None,20,2,Unknown,0,3,NO,38404.103386043804,14869.931468907573,4404.599569240374,30465.31162000898,Ford,2010,0
870,22,IL,500,987.9427010345466,5000000,FEMALE,High School,Priv-house-serv,unmarried,32470.533425826397,43414.85090806639,Vehicle Theft,Rear Collision,Total Loss,Ambulance,0,4,YES,2,0,Unknown,41049.670825287685,384.5500039678107,20955.2964720393,13248.080975044746,Dodge,2009,1
871,64,NY,500,1568.9319996477693,5000000,FEMALE,JD,Other-service,other-relative,98144.75954291293,14735.742342823438,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,Unknown,0,1,Unknown,48768.45890195819,28519.368741778413,4351.298150075615,32001.825104416333,Saab,2023,0
872,42,NY,500,1725.1691997584542,2000000,FEMALE,Masters,Exec-managerial,wife,13474.72651309074,90.60169346258307,Vehicle Theft,Unknown,Total Loss,None,3,1,Unknown,0,3,YES,67066.5969605891,23900.509382190794,438.5065295284196,13887.565820303531,Volkswagen,2021,1
873,19,TX,1000,772.420951634904,1000000,FEMALE,JD,Priv-house-serv,own-child,31480.50589205683,11190.904302821442,Vehicle Theft,Side Collision,Minor Damage,None,3,3,YES,1,3,Unknown,37283.83488234011,5760.293295707836,18743.403020521906,10616.228888188014,Toyota,2012,0
874,27,NY,1000,1056.411512236648,5000000,FEMALE,College,Adm-clerical,wife,48549.76402826635,17022.05400497092,Parked Car,Rear Collision,Major Damage,Ambulance,1,4,NO,2,0,YES,21707.14187849228,8627.15246675785,3507.4071652677417,9286.623626514669,Audi,2011,0
875,73,TX,2000,1852.910295123725,5000000,MALE,High School,Exec-managerial,own-child,47799.95450543114,49549.308474834266,Single Vehicle Collision,Side Collision,Total Loss,None,18,1,NO,0,1,NO,88544.8476343577,29485.15644058315,23112.349101338197,8396.21375613115,Chevrolet,2008,1
876,47,TX,500,1710.040279542109,0,MALE,College,Exec-managerial,unmarried,47136.648440784345,26177.079692854084,Parked Car,Side Collision,Minor Damage,Police,20,4,NO,2,3,NO,98113.34335478058,11206.456624239132,25978.978605024615,29616.400876129173,Ford,2008,0
877,67,NY,2000,1977.2876041437137,5000000,FEMALE,Masters,Priv-house-serv,other-relative,17578.381583038183,10235.697379755065,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,2,NO,1,2,Unknown,2491.461970706814,23511.67072301677,28342.10370851779,35556.61581174825,Ford,2013,0
878,62,CA,500,1631.3723895231212,1000000,MALE,College,Handlers-cleaners,wife,14493.252710950055,16740.917235672554,Parked Car,Side Collision,Minor Damage,Police,9,2,NO,2,0,YES,54873.45167456944,13404.46405257763,19934.308887191746,9610.614730318925,Toyota,2023,0
879,22,CA,1000,1089.7928015418834,1000000,FEMALE,College,Priv-house-serv,unmarried,25476.758632862005,16515.384377843922,Parked Car,Front Collision,Total Loss,None,12,2,YES,2,3,Unknown,34499.38672136522,25922.877723018308,14460.446786769124,3866.9917629480806,Audi,2000,0
880,72,TX,1000,1385.9567509919566,0,MALE,College,Other-service,own-child,91452.6153802056,986.2873231587744,Multi-vehicle Collision,Unknown,Minor Damage,Fire,21,4,YES,2,1,Unknown,28060.46275102732,21112.60524484527,10568.432421173973,12893.795563393318,Volkswagen,2007,0
881,73,NY,1000,1491.5213813709804,5000000,FEMALE,PhD,Other-service,wife,11305.296783451013,6759.152708571503,Vehicle Theft,Unknown,Minor Damage,Fire,22,3,YES,1,1,Unknown,33902.78589155858,687.3017967347805,14727.752819589923,26484.965937393667,Toyota,2012,0
882,50,CA,500,617.683724475686,5000000,FEMALE,Masters,Exec-managerial,wife,75742.51033733248,34759.82298516056,Single Vehicle Collision,Unknown,Total Loss,None,19,3,YES,1,1,Unknown,64068.33676440696,8831.696578177116,5710.566850809405,15056.543642928536,Saab,2020,0
883,71,NY,1000,1316.7454386557977,5000000,FEMALE,College,Exec-managerial,unmarried,75754.83931333713,6012.549328536731,Vehicle Theft,Front Collision,Total Loss,Fire,22,1,YES,2,1,YES,19476.243017864592,16739.769446803573,10452.67943367279,22192.473298843142,BMW,2009,1
884,18,NY,500,1563.9812427089144,2000000,MALE,College,Priv-house-serv,wife,80977.04038972623,11536.713830305938,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,14,4,YES,2,0,Unknown,91329.64080996605,27785.221322092613,21537.915745034934,29900.046144170217,Audi,2023,0
885,35,NY,2000,750.9819560015906,5000000,MALE,College,Other-service,other-relative,88661.54889893555,17536.864920215437,Single Vehicle Collision,Front Collision,Total Loss,None,2,3,Unknown,1,3,NO,46878.39523147784,3060.896839244711,6522.689134026395,16634.901980624418,Toyota,2017,0
886,49,FL,500,1670.9475761383358,1000000,FEMALE,High School,Other-service,other-relative,26303.617753893028,37886.74722511468,Multi-vehicle Collision,Unknown,Major Damage,Police,22,4,Unknown,0,0,YES,32894.89489835818,18034.87613133201,7922.014070209951,39987.945839162196,Saab,2021,0
887,64,NY,2000,1375.6591707711673,1000000,FEMALE,PhD,Handlers-cleaners,unmarried,22455.946926889636,29120.04824339699,Vehicle Theft,Side Collision,Trivial Damage,None,19,3,YES,1,0,Unknown,76670.3674889861,9065.301942379727,22479.84767123546,12268.99577930235,Audi,2001,0
888,66,FL,500,1928.332678546392,2000000,MALE,High School,Adm-clerical,own-child,46550.56665274797,34449.999249428416,Parked Car,Front Collision,Total Loss,Police,12,2,YES,2,1,YES,2126.4931910011696,26679.83346058321,5335.0780748166235,39140.80989896837,Dodge,2021,0
889,28,TX,2000,563.6334473103375,2000000,MALE,PhD,Handlers-cleaners,unmarried,26508.916875203613,28350.61627100861,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,2,Unknown,0,2,Unknown,43469.36014093467,22955.088289755397,7376.627594201332,8519.671776708,Audi,2013,0
890,38,CA,1000,897.9892063332004,5000000,MALE,College,Protective-serv,other-relative,73430.99889831075,34179.62126109345,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,1,Unknown,0,1,NO,35852.708299622376,11091.08166027856,526.4268846795106,4881.803858939446,Chevrolet,2011,0
891,43,CA,2000,1402.330818949736,0,MALE,Masters,Handlers-cleaners,husband,63593.95767414336,142.10768319862234,Parked Car,Rear Collision,Total Loss,Fire,23,2,YES,0,2,NO,34151.88604397858,5013.0949172584105,21601.547986053203,30157.809691227532,Audi,2003,0
892,42,CA,1000,944.839868308896,2000000,MALE,JD,Priv-house-serv,husband,87498.76880526515,46544.907218571476,Vehicle Theft,Unknown,Minor Damage,Police,7,3,Unknown,1,0,NO,34038.60052801303,344.9391719189332,18537.10696699302,28241.231437722323,Volkswagen,2005,0
893,39,CA,1000,1571.6362461068634,2000000,FEMALE,JD,Adm-clerical,wife,8273.830348707157,5546.011543740326,Multi-vehicle Collision,Rear Collision,Major Damage,Police,17,1,NO,1,1,YES,3611.5020858531066,18634.03352015846,20831.563575346237,32541.189216077342,Toyota,1999,0
894,44,CA,2000,1638.5079237828966,5000000,MALE,College,Priv-house-serv,wife,91508.33333580747,20312.454798845243,Vehicle Theft,Front Collision,Total Loss,Fire,8,1,NO,1,1,NO,15635.582099379557,12183.714228937313,6429.832858599395,14071.821658465544,Chevrolet,1996,0
895,66,CA,500,653.7739460997117,5000000,FEMALE,High School,Protective-serv,husband,29334.862667008954,38551.91851224274,Parked Car,Front Collision,Trivial Damage,Ambulance,5,2,NO,1,0,Unknown,14617.573351585233,9442.694785823074,20621.29172183614,37266.90232719285,Audi,2009,0
896,30,CA,500,1270.7816963101516,2000000,FEMALE,Masters,Adm-clerical,other-relative,49069.4345926984,21761.535900471197,Single Vehicle Collision,Side Collision,Major Damage,Police,3,4,Unknown,2,1,Unknown,98866.74522954244,29565.068749105067,17891.2985307977,5219.516420736614,Chevrolet,2018,0
897,50,TX,500,1263.335833386584,0,MALE,PhD,Exec-managerial,wife,43861.14359396437,47342.12758337579,Multi-vehicle Collision,Unknown,Total Loss,Police,14,2,YES,0,3,Unknown,2705.49271111587,13984.264066809454,10983.689376660099,1695.9455025794832,Saab,2006,0
898,51,NY,500,1053.9211553233117,2000000,MALE,College,Other-service,unmarried,76031.1651104424,23379.44742493834,Vehicle Theft,Rear Collision,Major Damage,Police,4,2,YES,2,2,YES,17123.828807023823,22495.178509362726,13134.77434903214,12372.273461922876,BMW,2004,0
899,58,IL,500,1899.3872938545082,5000000,FEMALE,Masters,Handlers-cleaners,unmarried,42033.33094318426,43746.970280133566,Parked Car,Unknown,Total Loss,Fire,4,1,YES,1,2,YES,97430.36361154034,5322.372517537087,17037.615098202245,31994.31630430989,Chevrolet,2004,1
900,52,FL,1000,1741.2594798098319,5000000,MALE,Masters,Priv-house-serv,other-relative,94355.31456494094,40541.40566811355,Parked Car,Front Collision,Total Loss,None,6,2,Unknown,1,2,NO,63011.531084095426,403.65773225441325,14798.765282626702,27082.801137309103,Dodge,2014,0
901,18,IL,500,1545.814072864455,2000000,FEMALE,PhD,Protective-serv,wife,90253.38826385755,49049.31513993416,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,Unknown,2,1,YES,45341.37850036976,12526.878583440479,19254.841979081135,17730.246186793614,Ford,2005,0
902,38,IL,1000,1571.4899536024964,0,MALE,Masters,Other-service,unmarried,87216.11519695065,46327.389037548775,Single Vehicle Collision,Front Collision,Total Loss,Police,6,1,NO,0,3,Unknown,8336.712838113803,19969.945048279853,5429.387328179854,10622.01776067625,Dodge,2004,0
903,65,NY,1000,1192.5742157196787,2000000,MALE,High School,Handlers-cleaners,wife,7125.83326482279,44906.19173564394,Multi-vehicle Collision,Front Collision,Major Damage,Police,8,2,Unknown,0,1,Unknown,67131.28558247123,15197.960885503782,16221.298647485906,2841.2750773350995,Audi,2022,0
904,72,NY,1000,1881.4917816448637,2000000,MALE,High School,Other-service,wife,85425.80615539395,36580.21702597342,Vehicle Theft,Front Collision,Major Damage,None,19,4,NO,1,2,Unknown,14211.397274286152,26713.987728731732,13508.384485936223,13831.470348675164,BMW,2001,0
905,23,NY,2000,1541.893140879928,5000000,FEMALE,High School,Handlers-cleaners,unmarried,78163.54454432105,18349.90736341104,Parked Car,Rear Collision,Trivial Damage,None,9,3,NO,1,1,YES,67283.01915483856,13019.380535614944,13830.614820419947,18670.78082631261,Dodge,2008,0
906,45,CA,2000,1593.4715924837246,0,MALE,Masters,Exec-managerial,husband,10351.2947006131,5306.2709282451215,Single Vehicle Collision,Front Collision,Major Damage,Police,3,4,YES,1,2,Unknown,97928.0614714058,9330.084394592735,14081.46151747786,27637.441603812607,Ford,2007,0
907,34,TX,1000,1792.5363556810178,1000000,FEMALE,High School,Adm-clerical,unmarried,10741.432543622186,34432.2526132195,Vehicle Theft,Unknown,Total Loss,Police,5,3,Unknown,1,0,NO,53431.2795323868,27481.460286229307,26444.158914669515,26015.892220384023,Volkswagen,1999,0
908,22,CA,2000,911.1073840132865,0,MALE,PhD,Other-service,other-relative,10116.381151754116,48932.704066898244,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,23,4,YES,0,2,YES,21801.42312301475,12204.068359031427,24558.82323409847,37920.12366580918,Volkswagen,2023,0
909,48,TX,500,1710.6063558000544,2000000,FEMALE,Masters,Other-service,own-child,1133.259320448754,36330.22186659345,Parked Car,Side Collision,Major Damage,None,13,2,YES,2,0,Unknown,62715.73321252002,8089.435849188349,18887.098835116103,4465.6388025880115,BMW,2013,0
910,22,TX,500,792.8609044347381,2000000,MALE,JD,Other-service,unmarried,54863.43051945836,46436.468463866775,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,8,3,Unknown,0,0,Unknown,51536.50393523265,2929.832304302412,21494.608068071062,13785.434853725888,Ford,2004,0
911,55,IL,1000,1018.0129283673317,2000000,FEMALE,Masters,Adm-clerical,wife,97339.42914360433,40215.23564777584,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,Unknown,2,0,YES,53547.45622925928,23799.293196474624,1284.0790820431992,19522.334236507482,Ford,2002,0
912,20,IL,500,1003.4156814047641,0,FEMALE,PhD,Protective-serv,wife,43868.470289979356,8155.733755833939,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,1,2,YES,48071.64113893968,24752.743823935292,22319.75158139006,26992.483857232575,Saab,2012,0
913,70,TX,1000,1967.788202583711,5000000,FEMALE,JD,Handlers-cleaners,unmarried,54075.75018873564,12460.188529564364,Single Vehicle Collision,Unknown,Major Damage,Police,12,4,NO,1,3,NO,67537.1871372338,998.9335069551597,14584.940653609461,20070.34181193555,Mercedes,1995,0
914,40,TX,1000,1784.8058356218903,2000000,FEMALE,Masters,Exec-managerial,own-child,96796.97967699556,17093.280088117517,Single Vehicle Collision,Side Collision,Major Damage,Police,23,4,NO,2,2,YES,57408.5635594967,10759.367952045743,9532.426936443828,36553.95016189618,Chevrolet,1999,0
915,54,CA,500,1551.7547923853897,2000000,FEMALE,High School,Other-service,unmarried,25518.222877423068,8413.022216900206,Single Vehicle Collision,Side Collision,Total Loss,Fire,6,4,NO,1,1,Unknown,98706.0102067101,22496.29363793879,4193.308978144288,24542.557651192634,BMW,2005,1
916,70,CA,2000,1590.5851424230852,0,FEMALE,College,Adm-clerical,own-child,85847.02525982629,29082.566633650335,Multi-vehicle Collision,Unknown,Total Loss,Fire,8,3,YES,0,1,NO,82673.41039371071,28391.455424641616,2256.2637105597537,2066.7836828030017,Toyota,2014,1
